Algorithm: Prim's MST
31656 48526 9
31656 28536 13
28536 11553 14
31656 4223 16
4223 21622 8
19270 20834 17
20834 27632 16
27632 39319 6
39319 37283 9
37283 44118 5
19277 2921 17
19301 48266 17
48266 18993 16
18993 32823 9
32823 32389 11
32389 32759 11
32389 47992 13
32823 40204 16
19313 3864 17
3864 5207 4
19393 11366 17
11366 39012 15
19486 3829 17
3829 45194 8
3829 34573 11
34573 26112 6
26112 10625 3
34573 41401 8
41401 30900 8
34573 34823 11
19550 22594 17
19752 48781 17
19779 14104 17
19820 47452 17
47452 40724 8
40724 43281 3
19836 10989 17
10989 39290 5
10989 27278 6
39290 15420 6
19992 30984 17
30984 6074 7
20052 28036 17
28036 18115 13
20060 34412 17
34412 41409 4
20064 40169 17
20074 49146 17
49146 33091 11
20088 27448 17
27448 11030 13
11030 1824 9
11030 29532 11
29532 7246 13
7246 14403 4
14403 28812 4
14403 16600 9
16600 47378 6
14403 4202 11
7246 1097 13
47378 8243 14
1097 21187 15
8243 9621 15
9621 30969 1
9621 36404 1
1097 43711 16
7246 12505 17
12505 29352 11
12505 41862 15
16600 17302 17
20106 34714 17
20127 33728 17
20148 3196 17
20163 37469 17
20179 18885 17
18885 22942 6
22942 28558 1
22942 16561 4
20237 13316 17
13316 25881 8
13316 7767 13
7767 31689 6
31689 5835 3
5835 2572 12
2572 26328 8
5835 34214 12
7767 9097 13
26328 23170 15
2572 998 16
20275 33783 17
33783 1128 7
1128 580 6
580 47794 1
580 28895 5
28895 37749 1
37749 31012 2
28895 14569 9
580 31817 11
31817 15611 7
14569 19478 11
33783 20379 11
20379 5192 8
1128 12315 13
12315 47283 3
31012 5768 13
14569 30000 14
30000 17105 8
17105 845 4
19478 46068 14
20294 36090 17
20350 8337 17
8337 49388 6
49388 9117 13
9117 9997 14
9997 14032 4
14032 25840 16
25840 30204 13
9997 27258 17
20373 8278 17
8278 49138 17
49138 42317 2
20403 26611 17
20412 29717 17
20419 30387 17
30387 18646 9
18646 29883 2
20483 5621 17
20563 41834 17
20585 2627 17
2627 46205 6
20589 6024 17
6024 5476 12
5476 46894 9
6024 2257 14
2257 17359 16
5476 17608 17
20647 27023 17
27023 17108 16
20662 42044 17
20713 6237 17
6237 7318 6
7318 30551 11
7318 22800 12
22800 28490 1
22800 25997 12
6237 7524 14
7524 18325 15
6237 27527 16
27527 36121 2
27527 17960 10
17960 450 1
17960 4695 5
4695 46258 4
46258 15111 6
15111 6909 4
6909 20587 4
6909 47924 5
15111 15484 9
15484 38313 7
47924 45265 10
45265 16128 11
16128 35223 10
16128 28508 12
27527 13408 14
13408 20567 9
20567 16667 15
15484 13012 16
13012 49213 8
49213 30732 11
30732 15936 6
20765 39904 17
20832 30897 17
20934 8209 17
8209 43115 11
20999 34538 17
34538 26222 6
26222 24891 11
21081 5046 17
21098 45085 17
21115 28260 17
28260 1308 12
28260 17505 16
1308 2005 17
2005 19357 11
21159 26627 17
21227 49376 17
21242 34017 17
34017 12557 6
12557 867 2
867 36909 6
12557 17436 8
17436 27854 1
27854 7737 2
12557 20634 8
36909 6599 8
17436 640 10
12557 23298 15
23298 32596 3
32596 34499 5
6599 41485 16
41485 47549 9
17436 16007 16
16007 18109 6
18109 34978 7
18109 10300 13
640 27130 17
21323 4188 17
21345 17333 17
17333 23801 7
17333 27526 12
21379 9809 17
9809 27798 6
27798 6639 3
6639 3569 7
3569 31240 1
31240 44458 2
44458 11532 6
44458 5084 15
21559 45213 17
21594 25235 17
25235 46150 3
46150 40523 8
40523 26613 5
40523 43674 16
43674 31510 9
31510 12913 4
31510 12993 8
12913 39536 13
46150 37135 16
21605 17564 17
21647 37149 17
21734 38044 17
38044 1947 7
1947 10456 10
10456 32130 1
21742 36977 17
36977 9083 3
9083 41589 10
41589 11393 4
41589 30075 6
30075 16493 9
16493 22545 2
36977 17834 11
17834 47200 2
22545 35487 16
35487 1571 3
1571 2104 3
2104 2838 7
35487 46072 14
46072 27449 14
21816 15679 17
15679 37076 5
21971 31315 17
31315 10307 1
10307 49679 5
10307 15570 8
15570 32973 4
10307 48274 9
31315 12571 10
49679 21760 14
21760 19738 1
22034 41967 17
22060 12249 17
12249 5913 5
22067 49026 17
22126 14240 17
22133 25902 17
22178 5966 17
22196 9840 17
9840 31605 4
22225 4320 17
4320 44065 12
44065 44722 11
44722 21214 11
21214 22157 13
22157 25727 11
21214 28520 17
22352 37511 17
22353 31304 17
31304 27269 6
22514 33356 17
33356 38627 7
38627 48144 8
33356 1785 11
1785 48061 2
1785 44078 15
22558 15664 17
22777 25756 17
25756 49539 10
22790 10067 17
10067 4353 4
22884 6364 17
6364 49269 13
22957 48294 17
22996 1105 17
1105 4968 15
1105 7074 16
7074 26898 9
26898 1973 10
1973 21972 16
21972 13132 4
26898 5704 16
5704 12625 9
23002 12586 17
23053 37937 17
23074 329 17
23078 47859 17
47859 46471 5
23115 20578 17
23185 11406 17
23244 32971 17
32971 23971 4
23310 16468 17
16468 47413 8
47413 37646 16
37646 10792 8
10792 27099 15
23383 26001 17
23436 28231 17
23471 27613 17
23515 25212 17
25212 27624 9
27624 40073 7
27624 9118 14
23522 20505 17
23528 45924 17
23539 18208 17
18208 20449 11
23546 43503 17
43503 13212 16
13212 47920 6
23559 36408 17
36408 7212 6
7212 38680 15
23646 38429 17
23710 11372 17
11372 25929 10
23753 28223 17
23755 4248 17
23804 22333 17
22333 40170 3
22333 18231 7
23888 11949 17
23934 24757 17
23991 20854 17
24032 8737 17
8737 25326 9
24100 35779 17
35779 22975 7
35779 35494 7
24102 37144 17
24112 49202 17
24191 40515 17
24195 8871 17
8871 7680 12
7680 31601 7
7680 49589 15
24217 34517 17
24270 9014 17
24482 40444 17
40444 26166 2
24530 4445 17
24548 1983 17
24737 4871 17
24763 30234 17
30234 48130 15
24828 9057 17
9057 44487 8
24851 1200 17
1200 12142 14
12142 28671 1
24908 40944 17
24970 8004 17
8004 4540 6
4540 6597 1
6597 11094 3
4540 14725 7
4540 1638 8
4540 33565 10
1638 46723 12
25086 40302 17
25100 26259 17
25120 37468 17
37468 41908 2
25308 4513 17
4513 13513 9
4513 33027 14
25472 43290 17
25512 15577 17
25543 17583 17
25612 38232 17
38232 5027 15
5027 2744 2
2744 32944 1
5027 17680 6
17680 44462 4
17680 13750 9
13750 26789 2
13750 22679 11
25718 32394 17
25730 44981 17
25756 14466 17
25777 29808 17
29808 46848 14
46848 1587 15
1587 4414 13
4414 5414 12
5414 26931 3
5414 12794 8
12794 8242 9
26931 12093 16
25806 24753 17
24753 46452 9
46452 39278 6
39278 12302 1
12302 27891 4
27891 3537 2
12302 22927 12
27891 33139 14
22927 26337 16
26337 39538 5
27891 30999 16
30999 10980 7
25926 22449 17
25932 35025 17
25934 29604 17
26041 22693 17
22693 3967 8
26087 9025 17
9025 30013 1
9025 5053 5
5053 37524 4
37524 6934 14
6934 38130 17
38130 4901 14
26111 7154 17
26124 5486 17
5486 40764 7
40764 31134 6
5486 42334 14
42334 37647 5
37647 35996 15
35996 11230 8
35996 41182 9
41182 36087 16
36087 12671 9
26127 40940 17
26220 39666 17
39666 20131 4
39666 19525 6
26230 47079 17
47079 32176 7
32176 24889 11
24889 35862 8
24889 36986 16
36986 5627 14
26339 39236 17
26359 13836 17
26399 37239 17
26414 31810 17
26437 46108 17
46108 49383 6
26497 38428 17
26535 49677 17
26556 3810 17
3810 20265 3
20265 7456 1
20265 8557 11
8557 30853 7
8557 6307 13
30853 29311 13
26617 25644 17
25644 24633 9
26674 42069 17
42069 42355 7
26710 23149 17
26798 12949 17
12949 21257 7
12949 44609 9
44609 31842 16
26806 38249 17
38249 28894 8
26835 1676 17
1676 20725 12
26841 17191 17
26863 2315 17
2315 32926 5
2315 27021 11
27021 44909 14
44909 17464 2
17464 5219 5
5219 38990 13
17464 24700 14
38990 44340 14
17464 28174 16
28174 26861 6
26913 15624 17
15624 34476 10
26994 12126 17
12126 40171 13
27001 10278 17
27073 44403 17
44403 49357 8
49357 36645 6
36645 8544 14
49357 39651 16
39651 43250 4
39651 23778 5
39651 34545 7
39651 1709 8
34545 48962 15
48962 35227 3
48962 8989 7
8989 12103 2
48962 20415 9
8989 19954 13
8989 19879 14
19879 6773 5
6773 31097 3
31097 19904 2
19879 27917 6
6773 45453 10
19879 39460 12
39460 25960 4
39460 22114 6
22114 45564 1
22114 24046 10
39460 18756 12
19904 49077 13
31097 124 14
124 21109 1
21109 13594 10
49077 27229 16
27229 29313 2
27229 11226 4
27229 39837 4
29313 45356 6
39837 2973 7
2973 4346 3
39837 45912 15
45912 3552 4
22114 23124 17
27074 2132 17
2132 42719 1
2132 7053 11
27099 40643 17
27133 400 17
400 874 5
874 16690 8
874 36779 9
36779 24736 5
24736 21961 7
36779 893 8
893 36414 6
874 39840 17
39840 19925 15
27184 18727 17
18727 14128 3
14128 24942 3
24942 22646 10
27218 36922 17
27290 44436 17
27383 25178 17
25178 42344 9
42344 49277 10
49277 14423 10
14423 46992 2
14423 11568 15
42344 4879 16
4879 34447 11
27496 10752 17
27592 18545 17
18545 43344 2
27606 5927 17
5927 9706 3
9706 24026 3
24026 39579 5
24026 31555 9
31555 23858 9
27618 36752 17
36752 20732 5
36752 20535 15
20535 23894 5
23894 26549 6
23894 5114 15
5114 28746 14
27762 39550 17
39550 8397 11
39550 661 13
661 3067 15
3067 38424 15
38424 5658 4
5658 7131 6
38424 29635 11
27776 43013 17
27790 49430 17
27826 13551 17
27934 9623 17
9623 43439 10
27936 1569 17
1569 3884 5
27957 1908 17
27961 9185 17
9185 47175 3
47175 10013 11
47175 4642 14
28141 5024 17
28147 1918 17
28233 46866 17
46866 12299 11
28270 13280 17
28274 45223 17
45223 3120 10
3120 14982 17
14982 8292 11
28316 2861 17
2861 2431 10
28323 22528 17
28333 17362 17
28402 23207 17
23207 12036 14
23207 31291 16
31291 27109 2
27109 2013 7
2013 25759 1
25759 15492 8
23207 25298 17
25298 14814 1
25298 40712 10
40712 9459 11
9459 43393 2
9459 29937 8
29937 44903 14
44903 13105 1
43393 27735 14
40712 26865 15
26865 45688 4
28482 30468 17
28516 15208 17
28611 32415 17
32415 45449 12
28664 9718 17
28754 22037 17
28996 1645 17
1645 40992 1
1645 20839 13
1645 6525 14
6525 20249 3
20249 699 9
699 6644 5
20249 45039 13
6525 20236 14
45039 49880 15
29026 46701 17
29165 43226 17
29203 33981 17
29236 3039 17
29290 38797 17
38797 20873 4
29302 33554 17
29335 26837 17
26837 18655 4
18655 28954 7
18655 37274 8
29388 49292 17
49292 20750 3
29464 24451 17
29490 4493 17
4493 44604 11
29492 42955 17
42955 526 11
526 13028 12
29548 12670 17
12670 41558 2
29592 45921 17
29632 38632 17
38632 3006 1
3006 32047 4
3006 2779 8
3006 29314 8
32047 12493 8
12493 28425 13
28425 1654 7
1654 16576 1
2779 20426 15
3006 16394 15
29668 45977 17
45977 18374 6
18374 40403 7
40403 19111 3
18374 10649 8
45977 34833 9
34833 24664 7
34833 46361 10
40403 40589 12
24664 2722 15
29685 43786 17
29716 5773 17
29716 22904 17
29822 36824 17
36824 13425 7
13425 45441 13
45441 38568 5
13425 18436 17
29868 2796 17
2796 34777 4
34777 47878 15
47878 30647 3
47878 29865 4
29865 33443 4
33443 22317 3
22317 9599 3
33443 45461 3
33443 36029 8
29865 14846 9
30647 37994 11
37994 15490 2
37994 40231 5
45461 31464 15
31464 40581 4
15490 20793 17
29871 42384 17
42384 1913 1
1913 4265 1
4265 1767 7
1913 20408 13
1767 2766 14
2766 48671 5
2766 21709 12
21709 38406 17
29883 48724 17
48724 33165 8
48724 46276 15
46276 18798 14
18798 9233 10
9233 25244 8
25244 7982 12
46276 3277 16
3277 8520 3
3277 21123 5
21123 21591 11
29917 9759 17
29965 40901 17
30121 31876 17
31876 5017 4
30168 23366 17
30245 39070 17
30259 36938 17
36938 18911 1
30283 46885 17
46885 32593 6
32593 33877 7
33877 1173 5
1173 27876 10
33877 25313 10
25313 11855 1
25313 28514 9
30401 30823 17
30823 44155 4
30823 19012 15
19012 22383 1
22383 39008 2
19012 21426 11
19012 32054 14
30415 44509 17
30449 46134 17
46134 34665 3
34665 5935 3
46134 42404 8
34665 8398 14
46134 32590 14
32590 1058 11
1058 28433 6
1058 7677 11
30467 34419 17
30474 30230 17
30230 12636 9
30230 26375 10
26375 2383 5
2383 15745 6
2383 16886 7
26375 26101 16
2383 173 17
173 894 5
894 43028 1
173 936 5
173 5666 5
173 16751 10
173 34728 10
894 11219 12
173 30520 14
30520 34624 7
173 934 15
934 2475 10
12636 16443 17
16443 29807 1
16443 43872 1
43872 3298 7
30494 45943 17
30585 28542 17
28542 37779 1
37779 15468 6
15468 42661 1
30626 4588 17
30663 278 17
30732 24425 17
30812 26262 17
26262 12808 2
30824 17768 17
17768 13991 5
17768 25655 6
25655 49346 13
30825 45417 17
45417 37447 3
37447 40931 11
30837 22479 17
22479 18841 15
22479 16167 17
30999 24340 17
31092 23552 17
31170 24534 17
24534 31803 3
31803 16393 4
31803 47917 16
47917 8811 1
31180 42480 17
42480 47772 8
31186 25596 17
31238 42550 17
42550 34883 11
31405 35357 17
35357 3993 12
3993 9164 11
3993 20083 11
20083 27993 2
20083 34592 8
20083 20963 9
20963 43298 12
43298 16367 7
16367 26181 13
26181 42243 8
3993 6254 15
9164 4020 15
4020 6118 11
20083 3104 15
3104 9342 15
9342 7948 16
7948 19196 14
42243 38012 16
19196 28893 17
28893 30405 7
28893 42078 10
42078 19120 13
31423 32325 17
31536 27369 17
31596 47973 17
31668 34230 17
34230 46873 3
31718 6865 17
31792 38128 17
31827 16502 17
16502 17565 13
31833 1880 17
31963 24436 17
31993 45444 17
45444 37428 4
32057 40525 17
32061 21937 17
21937 29940 5
32094 23589 17
32097 41268 17
41268 20193 5
20193 32149 4
32149 45741 15
32133 25226 17
32213 36728 17
32246 33846 17
32260 32233 17
32289 10453 17
10453 5276 9
5276 49500 12
10453 47766 14
10453 15127 17
15127 44109 4
32293 30197 17
30197 42336 13
32386 6840 17
6840 13052 5
13052 23540 16
23540 19690 11
32476 6106 17
32532 38049 17
32534 3870 17
3870 390 8
390 289 14
289 21574 11
21574 28993 10
21574 40502 15
390 573 17
573 6907 15
6907 35807 10
35807 38908 2
35807 502 8
35807 46159 10
32534 42059 17
42059 35764 2
32840 10011 17
10011 19055 9
19055 14937 5
10011 40470 11
32859 35904 17
32882 26334 17
32907 33959 17
32909 37996 17
37996 20520 1
37996 46967 4
32910 44405 17
44405 28461 7
44405 41197 16
32930 42107 17
32973 17538 17
17538 2739 5
2739 30948 4
2739 14966 6
17538 39789 9
39789 3168 4
3168 12691 6
2739 24852 15
17538 1220 15
1220 32711 3
32711 34257 10
34257 37050 3
34257 45352 10
45352 14950 5
32711 26004 11
1220 3485 15
14950 3662 17
3662 14375 3
14375 33806 11
26004 19749 17
32991 10985 17
33004 47013 17
33027 41506 17
41506 48237 15
33056 45290 17
33148 15132 17
33174 9873 17
33221 38585 17
38585 2061 7
2061 181 9
181 115 3
115 46637 8
33365 25558 17
25558 33146 7
25558 15910 14
33433 46732 17
46732 36633 10
36633 126 13
126 3346 9
33476 8099 17
33505 47265 17
47265 48380 5
33505 47890 17
33512 47210 17
47210 40577 15
47210 15963 16
33513 38024 17
33535 9344 17
9344 10407 1
9344 43865 8
33692 36692 17
33702 25397 17
33723 32427 17
33725 19168 17
19168 22185 10
19168 46794 10
46794 10035 4
46794 41722 9
33766 47904 17
47904 14555 12
14555 33886 2
14555 24030 16
24030 45941 4
45941 44618 13
45941 20586 16
33842 44924 17
44924 16519 4
16519 40504 13
33900 37347 17
33930 10082 17
10082 44494 4
33953 26350 17
26350 32338 4
32338 26640 3
26350 26114 6
26640 26584 6
26114 5952 10
26350 17830 10
26640 27650 13
34219 40551 17
34309 40264 17
34339 46886 17
46886 17151 7
46886 16315 9
17151 13831 10
13831 46056 4
16315 17083 15
17083 37201 9
37201 8171 4
8171 8127 7
17151 20556 16
34361 29255 17
34393 49562 17
34486 12641 17
12641 37722 5
34521 35760 17
35760 29193 16
29193 17557 8
34540 5206 17
5206 39908 12
39908 5353 6
5353 4659 2
39908 41837 7
41837 10375 6
41837 8027 9
34663 38246 17
34682 10205 17
10205 25538 1
25538 7937 15
34698 27899 17
27899 41527 4
34844 40697 17
40697 10352 2
40697 20362 3
20362 46519 1
46519 24790 2
10352 45773 7
45773 39913 6
45773 511 7
511 17677 6
17677 595 3
595 24899 2
17677 9738 4
9738 8490 4
8490 10450 2
10450 40708 5
40708 39773 4
24899 6053 5
511 13917 7
10352 2963 10
2963 30785 1
2963 2566 4
10352 20090 12
39773 47161 14
40697 43727 15
43727 2262 3
34870 40889 17
40889 43708 8
43708 20851 6
34951 46075 17
34970 43783 17
43783 37872 7
35100 28821 17
35156 29251 17
29251 31849 5
29251 38113 6
38113 45624 6
45624 44785 7
44785 13072 5
35189 15660 17
15660 34791 6
34791 7143 7
7143 9724 9
35204 2629 17
35349 37788 17
35395 25080 17
35407 32720 17
35476 17392 17
17392 12021 1
17392 46650 2
46650 22741 5
46650 23202 5
23202 18234 9
18234 30731 11
22741 7900 17
35507 41431 17
35574 27816 17
35595 39376 17
39376 18800 6
35642 18974 17
18974 48764 16
35650 16781 17
16781 10354 15
35687 44815 17
44815 42829 16
42829 47145 5
42829 10743 7
10743 17204 4
35718 39704 17
39704 37531 1
39704 964 2
964 7574 1
7574 1179 1
1179 40897 2
964 14659 3
1179 7355 13
35732 45222 17
45222 10168 2
10168 5041 15
35767 32184 17
35795 39136 17
35807 45976 17
35877 3301 17
35993 14618 17
36082 18114 17
18114 43926 15
36113 49914 17
49914 40757 9
40757 12178 15
36223 24276 17
24276 26317 16
36226 36648 17
36648 25834 11
25834 30080 15
30080 24408 1
36346 21983 17
36481 22620 17
22620 46941 2
46941 29966 2
29966 27029 6
27029 1935 3
29966 32426 8
32426 17103 6
17103 17230 1
17103 45518 9
46941 36697 10
36697 37096 3
36697 762 4
37096 48815 7
37096 38084 15
17230 43823 16
43823 43459 14
43459 39396 16
22620 5075 17
5075 30146 9
30146 38628 4
30146 44282 9
30146 47649 15
47649 24841 3
24841 39261 9
39261 9778 4
47649 36231 13
36231 36016 15
47649 32031 15
32426 38534 17
36502 16656 17
16656 36272 4
36664 43107 17
43107 34175 16
34175 38998 12
38998 48571 3
48571 47401 4
47401 20178 16
20178 6055 8
36679 17866 17
17866 37120 7
17866 3269 16
3269 40669 16
36728 15025 17
36729 30035 17
36905 21498 17
21498 35057 17
35057 47170 14
36994 33427 17
37050 10927 17
10927 27861 3
27861 44727 6
10927 21281 8
10927 45650 8
44727 19753 13
19753 13070 4
19753 23776 5
23776 22807 4
22807 37155 6
23776 34128 7
34128 40012 13
10927 14706 16
14706 35565 6
35565 38053 16
37110 21998 17
37144 8863 17
8863 20328 1
37144 28322 17
37161 42446 17
42446 27677 4
42446 44595 16
37171 12383 17
12383 16277 4
16277 32951 12
37305 19358 17
19358 25034 15
37407 13948 17
13948 45007 3
45007 2723 14
13948 24104 16
37460 13592 17
13592 26570 4
13592 18809 6
18809 34411 8
13592 30985 12
37550 30682 17
37588 10582 17
10582 606 10
10582 47114 10
10582 25486 16
25486 7351 10
7351 1476 10
1476 46870 6
1476 48666 7
48666 32690 11
606 34195 17
37620 32516 17
37748 46161 17
37749 630 17
630 17172 1
630 19750 1
630 416 7
37795 31885 17
38042 35843 17
38042 47101 17
47101 19947 1
47101 38345 7
38345 24751 5
38240 33290 17
38265 11182 17
11182 18741 10
38265 41752 17
38313 36861 17
36861 6824 2
6824 45658 5
6824 23075 10
23075 3466 8
3466 38498 5
38498 29291 5
6824 33756 11
33756 31093 9
23075 15531 12
15531 15058 5
15058 13430 5
15058 35152 8
15058 39151 15
39151 15589 7
38353 37949 17
37949 5134 15
5134 7432 8
7432 17372 9
17372 45605 9
7432 18326 16
18326 6872 6
38637 28245 17
28245 35302 9
38791 40971 17
38847 42029 17
38902 15480 17
39103 5247 17
39175 36530 17
36530 15941 4
15941 19426 3
15941 4233 7
4233 44745 11
4233 2363 12
19426 8786 15
8786 13807 1
8786 47530 1
8786 944 7
47530 31345 8
31345 24994 17
24994 36041 17
39210 37951 17
37951 43302 1
43302 44431 3
39261 30898 17
39395 22719 17
22719 19471 7
39414 46993 17
39512 39057 17
39538 42226 17
39547 21266 17
21266 38141 11
39558 24702 17
24702 11681 14
39771 340 17
340 44763 11
340 8654 12
39824 48985 17
48985 47895 3
47895 48965 15
39949 9767 17
9767 12221 14
12221 19974 4
12221 17448 5
12221 3876 9
3876 26136 9
26136 29084 7
3876 39749 17
39749 2046 13
2046 40942 4
40942 40995 8
40995 19292 7
39749 11712 14
39998 21043 17
21043 24023 11
24023 42602 5
42602 39968 5
39968 27135 4
27135 30890 7
30890 34913 3
21043 28991 11
28991 1178 7
1178 18612 11
40021 14050 17
14050 29615 9
29615 3800 5
29615 30671 7
40068 33119 17
40252 40134 17
40279 12445 17
12445 38616 2
12445 12054 14
12054 21483 2
40358 16075 17
40375 34620 17
34620 34975 7
34975 36822 11
40556 22890 17
22890 21808 5
40566 14934 17
40594 11628 17
40663 28347 17
40694 12056 17
12056 22215 8
22215 32899 12
12056 46220 13
40706 1555 17
1555 37902 8
37902 2720 15
2720 1031 6
2720 27253 13
27253 41178 8
27253 28005 14
28005 614 6
614 28257 9
614 1265 15
1265 45245 8
45245 21524 5
1265 246 15
28005 12345 16
40739 43878 17
40823 539 17
40841 18850 17
18850 328 6
328 29437 10
40841 49220 17
40914 41609 17
40942 54 17
40992 14697 17
14697 5126 11
14697 32139 11
5126 13667 16
14697 5956 16
41105 22678 17
22678 34025 16
41113 4811 17
4811 39610 5
39610 25284 9
39610 32345 14
41133 17665 17
17665 15696 9
17665 35567 10
17665 22987 14
22987 32976 2
22987 15068 4
15068 39517 2
39517 49401 7
32976 17657 8
17657 3 3
3 7207 5
17657 13544 5
3 496 7
496 4296 4
4296 29767 13
29767 44032 5
44032 1677 2
1677 9389 3
1677 691 4
9389 25833 9
1677 34918 11
34918 49572 7
49572 1431 5
15068 15151 13
3 16927 14
691 16811 14
22987 26959 15
29767 29072 16
15151 9016 17
41159 37998 17
37998 46417 17
41165 4060 17
4060 11695 5
4060 15461 5
15461 12114 8
12114 40322 11
11695 35440 14
15461 8503 16
40322 42325 16
41202 32049 17
41229 9358 17
41328 47271 17
41376 38630 17
38630 5282 8
41463 21675 17
41532 30735 17
41569 33341 17
41792 29552 17
29552 36896 12
41842 42753 17
41843 25687 17
25687 9045 17
9045 28483 4
41894 45535 17
41902 191 17
191 26377 11
41945 3921 17
3921 47982 11
47982 13793 12
42058 31691 17
31691 28354 2
42149 19669 17
42175 29479 17
42196 42763 17
42238 40212 17
40212 45818 17
42246 12700 17
12700 25085 1
25085 28271 1
12700 39361 8
39361 34731 1
34731 24611 6
28271 42644 13
42644 26738 15
42405 14498 17
42521 19590 17
19590 11079 6
11079 10799 9
10799 39718 10
42548 676 17
676 46897 12
46897 26911 2
42564 11504 17
42571 37518 17
42599 35211 17
42729 30815 17
42751 21400 17
42829 26026 17
26026 31100 4
26026 25356 5
25356 34342 6
25356 30906 14
42896 24742 17
42897 17888 17
42989 30872 17
42992 12927 17
43075 19293 17
19293 24091 1
43188 29334 17
43195 24115 17
43214 33350 17
43349 35001 17
35001 36097 14
36097 38375 9
38375 17807 7
43414 30842 17
43503 15594 17
43513 22485 17
22485 29417 12
43572 20935 17
20935 33759 5
20935 9681 6
9681 34140 11
34140 1892 12
1892 22755 9
22755 34680 10
1892 21615 12
21615 22047 6
22047 11223 4
11223 10786 9
10786 32078 6
22755 24837 13
1892 45552 17
45552 4237 4
43602 13829 17
13829 14255 11
43638 22308 17
43685 32668 17
32668 31683 1
43705 7935 17
7935 22645 7
22645 31089 6
31089 18180 2
22645 34829 9
34829 23721 11
23721 14054 8
23721 10575 13
7935 45844 17
45844 49221 5
49221 12548 2
43816 27712 17
27712 33265 14
33265 37030 8
27712 35921 16
35921 7162 12
7162 47888 16
47888 23317 8
23317 31779 9
47888 35518 9
31779 29986 16
29986 33486 9
33486 16557 7
43865 17261 17
17261 5687 10
17261 12607 11
43903 46984 17
46984 34629 15
34629 43444 16
43444 16760 1
44082 43426 17
43426 4737 2
43426 26580 7
26580 13006 17
44134 24502 17
44166 38311 17
44229 17962 17
17962 28262 14
44306 11302 17
11302 38001 6
38001 13860 2
13860 14945 13
44310 43316 17
43316 36345 16
36345 49630 14
44340 4921 17
44405 20311 17
20311 11746 6
11746 11754 7
11754 47266 8
47266 31397 6
44437 910 17
44534 23098 17
23098 47857 10
47857 6033 5
6033 5720 8
44562 41029 17
41029 42903 10
41029 42971 14
42971 42636 13
44604 42510 17
42510 33794 12
42510 45597 17
45597 38258 4
45597 14246 14
14246 16130 4
44622 49628 17
49628 4460 15
4460 41600 1
4460 44576 4
41600 11273 5
4460 44048 13
44048 1206 16
1206 10513 12
44730 20250 17
44921 32412 17
32412 43224 1
32412 40090 14
40090 18641 7
40090 27093 13
44967 31218 17
44969 7075 17
7075 10265 8
45097 47865 17
47865 34715 2
45098 27524 17
27524 21148 3
45101 38344 17
45206 12105 17
45252 12725 17
12725 25758 9
25758 22131 5
22131 14405 3
14405 45336 7
25758 47496 8
45336 45072 13
45072 21566 17
21566 12665 13
21566 12222 14
12222 36006 16
45264 7499 17
7499 17884 14
45282 35345 17
45308 24879 17
24879 2942 9
45332 30787 17
30787 36923 5
36923 28924 1
28924 16324 4
28924 28155 5
28155 17295 9
17295 27164 12
28155 49434 15
49434 22802 10
30787 18553 17
45412 35881 17
35881 942 12
45640 3773 17
45745 12470 17
45885 36316 17
45924 6611 17
46025 46755 17
46755 26153 12
26153 887 13
887 11211 5
46051 47423 17
46089 36439 17
46143 1500 17
1500 46014 14
46014 47194 6
1500 3618 15
46263 26868 17
46356 49542 17
46404 36409 17
46643 15656 17
46645 31935 17
31935 48842 9
48842 49178 6
48842 29796 7
48842 28952 11
29796 20460 13
46655 40771 17
46690 17891 17
46703 9129 17
9129 24906 17
46713 39790 17
46749 26348 17
26348 5682 2
26348 8957 10
8957 48483 5
48483 26512 2
46789 48981 17
46840 568 17
568 49231 1
46846 31083 17
31083 42098 9
42098 15052 6
15052 49382 7
49382 2062 6
42098 20026 12
49382 41966 12
41966 29567 7
41966 43522 8
46866 41784 17
41784 18817 12
18817 49173 11
41784 35009 12
35009 13842 1
13842 6585 1
6585 32544 5
32544 15608 3
32544 2733 10
13842 18018 15
41784 46883 15
46883 31887 6
32544 27868 16
27868 6937 16
6937 15725 9
46876 27346 17
27346 26454 5
26454 40067 7
40067 739 3
739 29569 1
739 48241 1
48241 39097 3
739 4923 7
4923 32098 13
32098 17482 11
17482 18840 1
17482 14494 10
14494 11956 3
39097 27048 16
46985 23676 17
47173 34898 17
34898 4033 4
4033 45822 17
47287 26038 17
47321 23216 17
23216 26991 2
47375 6558 17
6558 24486 3
47413 18095 17
18095 30349 2
30349 47874 9
47874 47167 6
47874 42035 8
47448 5442 17
5442 12109 1
5442 37321 14
5442 10213 15
10213 30655 6
30655 7137 10
30655 34388 12
34388 20297 7
20297 14202 1
14202 36681 1
47452 3639 17
3639 8103 15
8103 5648 2
5648 35390 3
8103 32507 16
32507 11595 2
47462 36049 17
36049 2293 15
2293 42033 13
47469 21261 17
21261 27015 10
21261 47576 11
47576 10129 2
10129 19689 13
10129 25237 13
47574 11118 17
47799 42663 17
42663 25337 4
47963 37445 17
37445 31884 2
48016 17398 17
17398 27960 9
27960 27094 7
27960 18768 9
17398 43411 11
48055 20140 17
20140 18618 7
48058 49710 17
49710 5241 1
48119 7186 17
7186 8980 15
8980 33800 3
33800 14930 9
33800 23523 15
23523 28565 14
28565 10171 6
48354 10714 17
10714 37845 11
48391 20270 17
20270 34843 8
