Algorithm: Prim's MST
30967 3026 26
3026 8309 20
8309 67301 21
9626 20608 32
20608 88506 11
20608 83946 17
20608 89291 21
83946 26664 22
26664 13598 10
13598 14019 1
13598 94383 3
94383 77865 7
13598 15336 12
14019 90828 12
13598 19174 19
15336 52840 21
26664 11247 21
90828 37189 24
37189 46472 22
46472 54883 13
54883 42538 3
54883 68536 21
89291 46019 25
46019 97953 6
11247 89216 26
89216 27712 11
27712 99594 6
99594 16444 13
27712 30304 19
30304 2906 25
2906 30953 13
14019 19854 26
19854 69436 29
37189 51369 30
51369 62101 14
9661 12885 32
9689 19516 32
19516 84171 6
84171 24052 4
19516 27776 14
19516 86640 14
9690 7773 32
7773 24533 30
9698 81010 32
9808 52036 32
9837 34642 32
9919 16298 32
9925 10954 32
9940 73603 32
9979 9061 32
10012 84816 32
10122 18501 32
10157 56188 32
10205 30363 32
30363 72377 1
10243 2279 32
2279 29329 25
29329 54799 20
10356 1230 32
10383 59698 32
59698 38246 6
59698 23530 16
59698 91466 16
10402 14600 32
14600 47760 7
47760 72157 14
10407 23097 32
10407 57983 32
57983 8611 14
57983 53432 25
57983 62829 31
10419 4978 32
4978 1462 27
1462 37060 11
37060 41174 13
1462 18427 14
18427 57046 5
57046 77217 7
1462 24216 26
10422 17820 32
10424 18531 32
18531 63407 21
10427 25695 32
10595 30750 32
30750 48047 15
10613 24978 32
24978 50699 11
50699 76545 6
24978 75966 29
10618 49334 32
10659 66923 32
10750 35325 32
35325 64674 9
35325 10980 18
10980 13842 2
13842 6189 7
10903 45018 32
10983 84619 32
11034 99356 32
11035 10907 32
11322 84231 32
84231 77076 18
11345 69000 32
11433 22631 32
22631 48483 4
48483 99953 2
48483 62735 21
11509 11616 32
11597 82728 32
82728 60308 22
11671 13976 32
13976 13990 5
13976 38560 5
11709 6107 32
11898 32084 32
32084 59669 5
32084 39538 10
39538 58144 3
59669 16105 25
16105 25672 6
16105 13815 30
13815 43629 11
43629 51092 19
51092 73268 3
51092 32404 15
73268 8598 21
73268 27066 27
32084 10044 30
11938 12075 32
12075 24900 3
11949 74571 32
12033 21959 32
12239 13011 32
13011 21445 31
21445 67748 2
67748 13967 17
12276 49634 32
49634 34006 8
49634 7100 24
12494 53312 32
12510 36561 32
36561 25429 26
12688 77116 32
12715 22076 32
22076 60540 4
12725 7084 32
7084 42633 25
12770 88755 32
12776 10719 32
12786 35585 32
12893 68727 32
12927 23601 32
13018 1824 32
13022 42634 32
42634 70868 28
13224 64448 32
13227 15307 32
15307 56408 24
15307 90620 26
90620 87033 10
15307 38569 27
38569 83233 7
38569 70348 9
38569 46934 19
46934 70924 25
70348 31827 28
31827 33635 7
33635 90298 9
90298 72557 25
31827 93847 27
93847 91397 28
91397 58200 26
83233 15513 31
15513 38143 1
15513 98735 1
15513 47142 18
15513 4450 28
47142 23146 31
23146 20059 14
20059 75624 9
23146 17711 17
20059 77598 24
77598 55146 2
55146 56728 12
55146 95264 22
55146 65159 27
20059 63760 28
63760 16113 26
16113 69118 29
69118 69568 6
69568 13028 22
20059 38301 30
13028 59422 32
59422 20295 5
20295 81088 24
81088 26421 17
13297 8915 32
13299 41427 32
41427 52426 16
52426 55236 19
55236 94944 9
13319 39378 32
13426 38507 32
13476 9190 32
13493 79518 32
79518 66338 20
13558 65163 32
13595 29614 32
29614 6515 18
6515 5463 11
13611 2644 32
2644 24164 23
13634 38784 32
13694 18717 32
13792 11052 32
11052 9323 23
11052 68908 30
13816 62583 32
13931 95196 32
14032 8939 32
8939 44941 11
44941 76747 13
76747 4295 13
4295 42042 17
8939 3918 29
4295 52878 32
14151 47158 32
47158 63145 12
14227 27615 32
14356 18399 32
18399 16966 26
14411 29262 32
14481 35057 32
14498 10745 32
10745 45685 7
10745 62289 9
62289 17121 25
17121 34718 3
14514 9192 32
9192 25508 1
25508 4683 3
4683 71841 4
9192 13535 6
13535 78639 2
9192 43235 24
43235 21556 4
21556 10929 5
10929 35202 1
25508 34495 25
34495 72261 13
43235 44250 25
25508 48740 27
48740 97432 10
44250 85808 31
14631 19056 32
14742 74286 32
14833 38423 32
38423 80121 4
14845 98812 32
15083 51983 32
15129 17537 32
15171 53168 32
53168 45887 13
45887 77176 15
45887 12647 31
12647 29958 8
12647 21551 25
12647 32105 27
32105 36567 16
36567 7852 2
7852 8853 22
21551 18321 29
18321 13813 24
15235 24306 32
24306 65979 3
65979 39167 9
39167 77041 6
77041 81686 21
15413 85001 32
85001 1109 4
1109 33443 5
1109 856 8
85001 43593 19
856 91181 22
43593 73390 22
73390 86953 29
86953 50072 4
86953 46040 27
46040 83535 23
83535 22426 31
22426 38001 20
15445 39173 32
39173 83550 11
83550 65727 13
65727 41162 28
41162 80169 3
41162 53746 11
65727 94420 31
15448 40254 32
15498 2661 32
2661 2356 5
2661 91465 29
15610 41352 32
41352 49750 12
49750 75347 31
15621 52399 32
52399 92918 23
92918 27946 8
27946 25470 19
25470 12829 15
12829 84768 24
15647 96185 32
15685 17830 32
15822 88706 32
15895 17555 32
17555 18646 14
15979 19226 32
19226 42928 25
42928 75633 15
75633 27923 22
16141 87511 32
16458 43061 32
43061 6831 8
6831 76697 7
43061 83448 28
83448 24074 29
16485 65869 32
65869 90197 18
16559 4791 32
16568 52639 32
16642 81455 32
16679 25983 32
16714 32431 32
32431 45524 18
32431 33219 27
16824 96057 32
16930 81654 32
16957 43064 32
43064 61093 8
61093 32206 22
32206 62162 25
62162 63592 15
62162 29018 24
17102 75507 32
17146 42509 32
42509 97752 9
17207 69854 32
69854 64432 13
17262 23825 32
17537 71315 32
71315 78220 6
78220 4658 1
71315 62650 25
62650 40216 1
62650 66330 8
62650 73516 8
18083 94074 32
18196 10941 32
10941 58285 10
58285 38720 2
10941 39048 14
10941 26721 16
26721 37180 4
26721 8849 28
8849 7337 12
7337 54787 14
7337 93490 30
18225 26702 32
26702 87801 6
18263 81400 32
81400 77375 4
18530 33161 32
33161 94233 23
94233 53142 25
18557 42237 32
18591 68206 32
18743 1455 32
18755 50673 32
50673 37075 28
37075 36765 28
50673 31139 31
31139 25517 11
25517 6763 21
18779 12694 32
12694 42663 16
42663 43990 5
43990 65581 17
43990 49582 27
18870 93872 32
18887 42558 32
42558 91798 4
42558 85894 13
91798 75462 26
75462 58344 3
75462 86642 5
86642 88658 4
88658 98248 15
86642 65363 19
65363 46174 16
18924 38580 32
18946 72470 32
19161 59940 32
19215 7315 32
7315 4391 26
19221 29596 32
29596 70993 12
19377 83415 32
83415 87993 9
19476 9963 32
9963 9805 20
9805 30360 9
30360 75680 27
75680 91961 24
91961 27628 15
27628 23138 29
9963 91751 31
19565 52983 32
19594 29882 32
19640 13614 32
13614 18117 30
18117 33895 4
19640 34571 32
34571 38212 3
38212 80086 3
19720 85361 32
85361 26711 7
26711 6933 1
26711 45434 7
6933 20843 18
20843 49490 13
20843 89123 31
89123 8810 5
8810 73832 26
73832 36937 11
19854 4350 32
4350 57248 26
20013 21819 32
21819 12857 3
12857 17257 17
17257 91548 14
91548 88157 7
88157 72644 17
88157 88116 20
12857 669 22
669 38234 21
38234 16104 12
16104 47540 1
12857 25339 24
25339 56411 9
25339 99803 10
25339 95868 11
99803 1550 11
56411 74555 23
74555 79911 21
25339 24521 25
95868 96665 25
56411 84624 28
88116 45790 29
45790 9056 20
9056 85379 15
85379 42619 22
9056 59568 25
9056 80536 26
59568 75216 31
75216 91757 17
20043 46469 32
20275 67264 32
20411 39900 32
20443 14903 32
20459 98578 32
20491 74575 32
20625 88540 32
20704 37387 32
37387 43340 16
43340 62146 7
20854 80115 32
20879 32224 32
20906 34812 32
20940 74967 32
20974 13329 32
13329 70024 24
70024 95459 6
70024 48566 28
48566 41698 21
21131 4030 32
4030 4976 14
4976 32806 4
32806 39446 3
21184 8459 32
8459 3031 17
3031 5126 6
3031 72600 7
3031 11019 8
11019 94641 7
94641 31424 7
31424 26437 12
72600 98595 29
3031 47675 32
21225 57925 32
57925 40809 27
21229 52155 32
52155 49130 21
52155 35909 30
35909 19695 1
19695 98063 28
98063 90005 25
35909 52732 28
52732 45880 31
21253 92095 32
21308 29109 32
29109 80738 12
21355 15437 32
21396 51205 32
51205 85788 11
85788 58933 26
21644 27883 32
27883 28604 11
28604 50882 24
27883 16096 29
16096 45049 2
16096 11673 20
11673 76750 14
76750 30441 2
30441 11607 15
50882 25781 29
25781 33450 20
21644 38764 32
21649 41114 32
21850 51731 32
51731 45299 3
45299 77605 28
45299 13742 29
21877 39655 32
21901 9947 32
9947 28193 10
28193 77114 5
9947 16344 27
16344 78417 14
16344 86594 20
16344 61826 27
21919 18575 32
18575 89858 8
89858 44989 19
44989 26082 12
26082 7916 1
18575 40489 24
7916 80256 30
80256 34547 6
18575 2781 31
2781 88616 16
2781 2193 22
2193 86657 13
86657 74115 14
22120 81790 32
22318 23378 32
22342 22789 32
22789 96006 2
22789 83427 5
83427 69685 9
22789 14745 13
14745 27134 6
27134 38156 10
69685 91271 14
83427 83217 14
83427 68189 15
68189 68613 13
91271 52889 18
14745 73052 23
73052 6509 3
73052 22910 10
6509 57232 14
57232 61159 1
27134 21863 30
22349 64346 32
22507 96390 32
22510 51536 32
51536 70806 4
70806 90324 15
22550 87266 32
22575 48818 32
48818 38942 1
22575 85590 32
22744 72210 32
72210 85847 11
22763 10847 32
10847 45259 16
10847 68287 19
68287 89447 7
89447 21759 9
21759 17210 8
68287 69877 21
89447 37975 24
37975 42773 11
37975 35440 15
37975 98235 17
35440 5141 22
5141 5072 6
5072 53508 10
5141 35845 12
5072 21014 17
5141 87695 17
10847 36932 32
23040 66609 32
23104 56618 32
56618 18292 17
18292 10873 26
10873 10077 3
23153 76324 32
76324 86320 26
86320 90292 16
23212 42097 32
42097 23327 31
23272 14961 32
23275 91850 32
23346 28445 32
23451 93181 32
23528 56095 32
56095 86684 31
23539 23953 32
23953 25993 2
23953 22306 4
25993 50496 13
50496 28683 2
22306 42366 15
25993 52586 22
28683 81165 30
23640 38968 32
38968 6559 6
6559 47521 4
6559 26239 13
26239 78042 2
6559 70391 14
26239 31091 14
31091 58151 9
58151 55028 6
47521 50276 14
78042 54875 15
31091 20376 19
70391 83294 19
47521 97759 20
83294 13073 23
26239 41596 25
50276 40554 31
23698 54010 32
23831 92919 32
24029 34124 32
34124 46793 17
24380 10474 32
10474 66773 4
10474 44927 26
44927 97155 14
97155 15574 6
97155 40735 12
15574 37590 14
37590 58790 1
37590 86045 14
40735 5163 15
5163 78849 6
97155 96539 17
5163 28478 20
28478 42294 5
42294 97421 13
97421 53375 3
97421 83599 16
28478 37820 18
86045 43670 20
43670 35703 18
15574 29807 21
15574 66168 24
40735 19400 25
19400 92066 4
92066 70111 13
70111 15451 13
70111 21548 22
21548 13191 1
13191 34677 9
21548 86842 12
34677 4045 17
4045 6754 9
6754 97873 7
4045 1236 13
97873 8468 23
8468 35121 17
8468 23081 25
34677 27548 26
27548 77561 15
77561 52033 13
35121 11413 26
11413 62342 23
77561 70263 26
66773 91656 27
91656 27213 16
27213 47491 4
47491 76271 18
76271 31928 3
31928 95594 6
27213 89910 21
89910 84302 4
47491 70418 21
89910 68598 22
1236 3469 29
37590 14090 29
14090 6525 2
6525 2708 2
14090 23675 5
2708 39629 10
39629 78996 12
23675 45678 26
45678 68939 3
45678 65775 9
65775 30442 3
30442 8379 5
30442 56234 8
2708 1177 28
1177 3890 8
3890 13607 17
13607 27992 21
27992 32759 15
1177 28662 25
28662 33064 17
28662 14484 20
14484 92992 1
14484 7637 2
27992 19847 25
19847 1013 23
1013 8955 5
1013 79583 10
1013 57445 23
1013 1769 26
1769 3248 2
2708 3701 28
3701 13845 22
33064 36223 29
70263 71419 29
71419 35409 2
71419 28933 18
76271 29391 29
6754 46929 30
84302 92341 30
92341 4341 10
4341 5565 14
5565 79355 25
5565 28643 28
4341 53156 30
53156 28702 1
53156 48546 2
28702 84745 10
84745 19552 29
19552 6816 25
6816 61272 23
4045 32277 32
8379 13385 32
13385 60697 20
13385 60086 24
13385 92124 25
60697 94206 30
94206 77372 14
77372 38898 30
23675 71126 32
24395 11781 32
24489 28984 32
24527 50695 32
50695 54286 9
24535 18860 32
24727 48345 32
48345 80105 12
48345 4290 23
4290 28398 8
4290 82322 22
4290 52225 27
52225 85025 4
52225 87186 27
4290 29641 31
29641 50741 31
24732 96541 32
96541 90554 11
24737 30388 32
24747 58822 32
58822 51496 28
24752 83524 32
24947 14535 32
14535 10432 14
14535 68340 26
25256 61498 32
61498 77808 25
77808 93747 20
77808 66339 27
66339 61663 16
61663 15378 16
15378 37619 4
15378 5692 28
5692 39979 13
37619 66841 29
66841 58779 8
66841 54544 12
58779 50350 25
39979 55972 31
25416 25365 32
25365 55769 32
55769 25153 21
25153 23527 3
25153 54568 7
25442 49770 32
25496 75327 32
75327 92192 29
92192 71668 24
25591 31210 32
31210 24228 8
25627 8446 32
8446 6727 31
25697 15795 32
15795 62760 24
62760 50104 5
62760 97732 26
97732 47628 8
47628 58052 13
47628 67928 18
67928 87888 26
87888 45906 14
87888 69920 15
47628 42211 27
50104 63235 31
63235 22287 13
25714 51303 32
51303 18626 5
18626 59347 12
59347 43500 1
18626 37283 29
37283 44132 3
44132 35599 29
35599 6774 10
6774 10346 1
10346 42365 2
42365 60867 1
10346 79253 2
10346 79875 2
18626 45601 30
45601 17370 17
17370 27161 18
27161 25492 3
25492 24923 16
24923 43343 21
17370 18041 22
18041 18914 18
18914 83073 11
18041 18815 22
43343 82873 25
83073 60294 27
18041 96030 29
96030 53626 10
96030 41495 21
41495 51573 14
51573 69746 14
37283 79185 30
79185 22139 26
22139 87191 8
22139 17505 9
79185 41670 27
17505 10751 29
10751 94616 28
94616 30998 3
41670 67215 29
67215 91993 19
25778 44531 32
25808 82554 32
25839 79323 32
25849 89089 32
89089 99079 26
99079 21242 28
25958 85821 32
25978 22740 32
25984 48105 32
48105 20129 14
20129 8800 6
8800 20045 15
20045 88875 1
20045 60704 13
8800 30544 19
48105 97253 19
30544 4695 23
4695 2993 19
4695 52075 22
52075 14626 16
14626 7433 2
7433 60262 2
14626 17216 17
14626 19271 17
19271 8609 5
8609 81934 3
81934 16416 3
19271 16322 7
8609 5404 19
5404 37883 15
8609 10389 23
10389 52197 3
20129 21681 24
52197 89644 25
60704 76855 30
76855 90883 10
90883 91320 11
20129 43449 31
20129 59281 31
26107 4508 32
4508 10187 19
4508 17294 20
4508 30582 22
30582 48572 25
30582 66839 30
66839 73453 6
66839 41912 7
26146 77548 32
26209 48176 32
26257 1073 32
1073 65467 13
1073 51232 21
1073 1161 28
1161 72751 17
72751 85726 1
26396 92827 32
92827 21530 18
21530 53132 4
21530 11733 16
11733 18723 24
21530 46979 29
46979 35846 8
46979 89573 12
46979 69833 25
89573 43623 26
43623 43322 1
26421 78896 32
26469 46281 32
46281 65151 20
65151 30137 28
26551 86108 32
86108 19169 21
26623 63854 32
26623 71690 32
71690 42274 25
42274 95216 13
95216 86024 26
86024 31720 14
86024 41820 19
41820 18764 12
26652 2563 32
26911 27404 32
26989 20960 32
20960 86318 7
20960 28002 11
26994 74090 32
74090 497 11
74090 1551 11
1551 10921 21
10921 37868 13
74090 11757 24
74090 20909 25
20909 18004 18
1551 20599 26
20599 69486 28
74090 90095 28
90095 37521 1
90095 97983 10
97983 13070 1
13070 10391 11
10391 60392 1
10391 66020 10
13070 31707 20
31707 7029 5
31707 34242 5
34242 60391 29
1551 41760 30
10921 24582 30
24582 41485 10
41485 4126 28
4126 94131 9
4126 52428 13
13070 29995 32
27068 32941 32
27088 15518 32
15518 70991 25
27198 35640 32
27285 862 32
862 9612 1
9612 96434 4
96434 48938 9
862 2145 12
2145 10114 1
2145 69586 16
2145 78526 19
862 20410 23
20410 64387 7
20410 70258 8
64387 43370 18
43370 12841 10
43370 88442 21
70258 57096 23
2145 19992 24
19992 66630 1
19992 24846 8
10114 88316 24
48938 19422 24
19422 26298 4
9612 97258 29
97258 45103 7
45103 28834 16
45103 40122 20
45103 43402 21
43402 64591 13
64591 39520 26
39520 64875 25
48938 26576 31
26576 67283 19
88442 74240 31
27346 35645 32
27423 66875 32
66875 39480 2
39480 6300 7
6300 37153 3
66875 48706 18
6300 88845 30
88845 24515 20
24515 6375 18
27506 87348 32
27512 83962 32
83962 21333 14
27594 33859 32
27863 87304 32
87304 61192 1
87304 59976 10
59976 87651 23
59976 59334 31
28179 39618 32
39618 97351 10
28208 90779 32
28249 31477 32
31477 11663 11
11663 59388 28
28257 72667 32
28271 34613 32
28279 73396 32
73396 58626 11
58626 46436 26
46436 22965 5
46436 93693 19
93693 89729 13
46436 54567 20
46436 92572 23
46436 76454 29
28297 19844 32
28347 71704 32
71704 15961 20
15961 12920 8
15961 29831 9
29831 71436 4
12920 43610 21
71704 41339 26
41339 10068 20
12920 40189 28
40189 19395 26
71704 43596 30
28356 34586 32
28498 36924 32
36924 91459 21
28555 31233 32
28591 84043 32
28643 59968 32
59968 57165 9
57165 11593 5
11593 95732 18
95732 82712 13
57165 24121 19
24121 94043 16
24121 40671 17
82712 35453 21
11593 72235 25
72235 85033 5
85033 78149 1
85033 27207 17
27207 15274 1
15274 21154 13
15274 21046 14
21046 93201 8
15274 51365 21
51365 29251 21
29251 82017 16
82017 99419 6
99419 26561 22
82017 92900 27
29251 86760 28
78149 33412 30
33412 46726 14
26561 71311 31
28644 2351 32
2351 20471 7
20471 65841 13
20471 40103 24
40103 13737 28
2351 27627 29
28756 32286 32
32286 61344 13
32286 34548 23
32286 88593 31
28799 4546 32
28835 80783 32
28843 34078 32
34078 27617 9
34078 41002 29
28856 79359 32
29202 90596 32
90596 56548 21
56548 54131 8
29347 99457 32
99457 42088 14
29380 42972 32
42972 15148 21
15148 20369 8
20369 23282 14
29380 54174 32
29386 49704 32
49704 39713 9
49704 62968 9
39713 14555 13
14555 10993 8
10993 6079 5
14555 50163 10
49704 53521 14
49704 78112 15
53521 22919 25
22919 50871 7
50871 78596 5
50871 80326 12
80326 55603 9
50163 22409 27
78112 96878 27
96878 88126 7
96878 44352 10
96878 17440 13
49704 29057 29
53521 5405 30
5405 20250 22
6079 20838 31
20838 6954 5
6954 4122 4
4122 36276 3
20838 84097 30
29511 40743 32
29659 42602 32
42602 17345 11
17345 86197 8
29772 46255 32
29845 28494 32
29882 99551 32
99551 31117 22
31117 43618 20
29993 30319 32
30319 48943 13
48943 63717 9
30319 35505 24
35505 99576 6
35505 95730 24
30027 29842 32
29842 52473 4
52473 22362 5
22362 4412 14
22362 25110 25
25110 91356 1
91356 49522 2
91356 67801 26
67801 29316 17
25110 7589 28
25110 15501 28
30080 5496 32
5496 47108 29
47108 41416 19
41416 97884 10
97884 98787 2
97884 47609 11
41416 26977 16
26977 45322 17
45322 30226 19
30226 9104 18
9104 10102 15
10102 9059 3
9059 4418 2
10102 47905 13
9104 26826 18
97884 90233 19
90233 28017 4
90233 39672 6
39672 24865 15
24865 36895 10
36895 82434 6
82434 51433 14
39672 42457 19
4418 41000 20
9059 19779 21
47609 96300 22
30226 18558 24
18558 10073 23
10073 7796 1
47108 35461 25
4418 39146 27
30127 58291 32
58291 19261 26
19261 77591 25
77591 69323 20
19261 94432 26
94432 99395 29
30163 3882 32
3882 5934 17
5934 2506 21
30272 29191 32
30377 85678 32
85678 41381 8
85678 37739 9
30405 12183 32
12183 64188 9
64188 27489 15
27489 14095 27
30415 7951 32
7951 30006 8
7951 38553 9
30006 44135 14
44135 91214 13
7951 96398 15
91214 44456 26
30006 7734 28
7734 18181 7
7734 73760 21
73760 96484 15
73760 13956 21
96484 84664 29
84664 7098 15
7098 2883 19
2883 98124 21
7098 1766 26
1766 92674 14
92674 83604 14
1766 11669 24
1766 10984 26
10984 45384 10
83604 74785 28
74785 8436 20
8436 20128 6
20128 77597 5
77597 85464 22
20128 27847 30
10984 31975 32
31975 55389 11
30426 40032 32
30635 92306 32
30711 44267 32
30972 68745 32
31002 7305 32
31155 54396 32
31157 85546 32
31173 8689 32
8689 8700 24
8700 74439 9
8700 14581 19
8700 54862 25
14581 27237 30
31306 43789 32
31490 10059 32
10059 54953 10
54953 94671 20
31654 53691 32
31768 75354 32
31935 11606 32
11606 88515 16
32132 41973 32
41973 44243 9
44243 88799 4
41973 64501 14
44243 88017 15
44243 80128 21
44243 91911 25
91911 60058 24
60058 86615 18
44243 91782 29
91782 73229 21
73229 14572 6
88799 71523 31
71523 66313 30
32266 60975 32
32305 61893 32
61893 95145 12
61893 59830 26
59830 33977 27
59830 95985 29
32360 92696 32
92696 38729 5
38729 77922 2
77922 5870 10
5870 50089 6
77922 55636 22
38729 64714 27
92696 84273 29
32664 89391 32
32766 35658 32
32909 44719 32
33020 63187 32
33061 32601 32
32601 45828 1
33109 67806 32
33291 73972 32
33402 44942 32
33407 27982 32
27982 53885 32
53885 55827 23
33738 69465 32
33766 71194 32
71194 64226 11
64226 33368 31
33368 24637 3
33368 47748 13
33772 44478 32
33902 41915 32
41915 72012 19
72012 14806 21
14806 45793 7
45793 71791 3
71791 34391 20
34012 11050 32
11050 22779 9
22779 57061 5
22779 34638 22
11050 68633 26
11050 74869 28
34107 11917 32
34109 63150 32
63150 48167 23
48167 50184 14
48167 13974 15
13974 19131 31
19131 67177 12
19131 15157 23
19131 42826 28
34110 53372 32
53372 70282 5
34209 54630 32
34428 93409 32
93409 65391 29
65391 51318 4
34711 21885 32
34749 42140 32
42140 92547 8
92547 98855 7
98855 79505 15
42140 43359 25
43359 30300 31
34973 47676 32
35092 59926 32
35240 8880 32
8880 6947 5
35531 45608 32
36038 51002 32
36083 40603 32
40603 83664 11
36132 74372 32
74372 67997 2
74372 68362 15
68362 52294 14
36178 59346 32
59346 86831 27
86831 21744 14
21744 91714 23
91714 56103 9
91714 13012 20
36326 79515 32
79515 35725 3
79515 47963 31
36362 70674 32
36486 88642 32
88642 42017 4
42017 50901 4
50901 12570 6
12570 17392 4
88642 63877 6
42017 26908 13
26908 20594 11
20594 84907 15
84907 2132 13
17392 82937 21
20594 62447 22
26908 80993 25
80993 29015 5
29015 17149 12
29015 73513 12
73513 94081 18
12570 63046 26
63877 76885 27
2132 1734 31
1734 2074 1
1734 35114 6
63877 19983 31
19983 43868 9
43868 75518 13
19983 23220 14
36840 62061 32
36947 15736 32
15736 65146 8
37606 91629 32
37615 66992 32
66992 80122 15
37908 20231 32
37984 1809 32
1809 40479 19
1809 68281 20
38252 16293 32
16293 2127 7
2127 98452 5
2127 66100 7
16293 43109 12
43109 18451 11
66100 22889 16
2127 341 23
341 62224 18
16293 38638 23
38463 83402 32
38465 63719 32
38640 9143 32
9143 39883 12
38648 35077 32
35077 96640 21
38650 31844 32
31844 95595 7
38753 6262 32
38857 30977 32
30977 17359 3
30977 91700 17
91700 57521 25
30977 27214 29
39128 8169 32
8169 60854 10
39148 8355 32
8355 68477 23
39271 28469 32
28469 3367 5
3367 27493 8
27493 62582 1
27493 92083 20
62582 7398 25
7398 1353 14
1353 72074 4
1353 63179 13
63179 43085 15
3367 12261 27
3367 15504 28
28469 93140 30
39386 40071 32
39462 14246 32
14246 48350 1
14246 44920 6
39577 31786 32
39669 19875 32
19875 17296 10
19875 7959 24
7959 52326 18
52326 89859 12
17296 58775 26
52326 34841 30
34841 6770 19
19875 12744 32
39690 13035 32
13035 1915 17
1915 8273 4
1915 60732 31
60732 65659 19
65659 83357 2
83357 50865 4
39799 75390 32
40180 32232 32
40303 81154 32
81154 37177 4
81154 82399 11
37177 35710 23
40537 4164 32
4164 68430 13
68430 62126 10
4164 11430 23
68430 29281 26
40642 4889 32
4889 49131 25
49131 13743 8
13743 73326 7
49131 91797 14
91797 23353 7
73326 22743 14
22743 63874 9
22743 63982 16
22743 52708 21
52708 42198 12
42198 31282 18
31282 27291 10
27291 88936 9
27291 86051 10
31282 53906 18
53906 51906 19
51906 13518 4
13518 61547 4
13518 38863 18
38863 81862 4
49131 94064 26
94064 63667 25
63667 62975 12
63667 44576 17
44576 9658 4
44576 47002 10
47002 19204 5
13743 95786 30
63667 46346 31
40662 58694 32
40703 63085 32
63085 53646 2
53646 39062 1
39062 53590 16
53590 51920 10
40743 85783 32
85783 48110 21
48110 65731 13
40793 70406 32
70406 69054 16
40803 78148 32
40806 74298 32
40861 73463 32
73463 46063 9
73463 85700 12
85700 50019 10
50019 82199 1
50019 2013 19
2013 41192 16
85700 62519 29
40935 93043 32
41244 49823 32
49823 35721 1
49823 3422 9
49823 17755 10
35721 77803 13
35721 29517 21
29517 65302 12
29517 4803 13
4803 72140 12
72140 89227 3
65302 68323 16
68323 55024 14
55024 36759 7
36759 41052 3
36759 23420 11
55024 22796 28
22796 32845 14
17755 12660 29
12660 19088 23
4803 8343 30
41052 48832 30
48832 48785 26
48785 44587 9
8343 70494 31
70494 8454 20
32845 93291 32
41285 41549 32
41549 49988 5
41549 81975 7
81975 74873 11
74873 80655 19
80655 59083 20
49988 95695 22
41338 45251 32
45251 24837 24
24837 20563 18
20563 4217 11
24837 62328 20
4217 78991 23
78991 73523 23
4217 58756 26
41413 39381 32
39381 59435 32
59435 47669 12
47669 60612 5
60612 65896 5
59435 483 26
483 2083 12
2083 54788 7
2083 20748 27
20748 62202 9
62202 78451 14
78451 54999 14
78451 54987 18
54987 45979 22
54987 52190 26
54788 73178 28
54987 25947 30
25947 99380 10
99380 3195 3
3195 3159 11
3159 956 4
956 7878 2
3195 28779 13
7878 56898 22
56898 83625 28
3195 33212 32
33212 61994 2
61994 80752 14
33212 59374 29
41657 21943 32
21943 40069 20
21943 97754 31
41916 8740 32
8740 32446 12
8740 62090 21
32446 81282 22
8740 42292 23
42295 55009 32
42584 79766 32
42616 6682 32
6682 11223 8
6682 8538 11
11223 55806 11
8538 78721 25
78721 31079 12
31079 83969 12
83969 30347 7
8538 31404 29
31404 61887 28
61887 55606 12
55606 28930 16
42796 57469 32
57469 47652 17
47652 7201 13
7201 69728 23
69728 40511 15
40511 75975 23
57469 36499 29
36499 95679 2
36499 79668 24
79668 36580 18
7201 30919 31
43043 44170 32
43113 88453 32
43262 39122 32
39122 58033 19
43361 40924 32
40924 2246 7
2246 36396 5
40924 73144 11
73144 53562 23
53562 75275 1
53562 32003 12
43488 38435 32
38435 21884 8
21884 75818 13
43575 80853 32
80853 89475 7
43624 73031 32
73031 31053 4
43723 97660 32
43800 32450 32
32450 53507 23
44138 43630 32
43630 41341 5
41341 59915 11
59915 74787 10
44422 20970 32
20970 31996 14
20970 25046 20
25046 72460 10
25046 54467 21
54467 80353 19
80353 91194 19
91194 14554 2
14554 34436 30
34436 32184 11
32184 19920 9
32184 30781 21
30781 93348 32
44456 36978 32
36978 9650 3
9650 83993 13
44548 9484 32
9484 36725 5
9484 79044 7
36725 42554 22
79044 94207 26
44573 17851 32
17851 12499 18
17851 75570 28
75570 56215 1
56215 34814 23
34814 1259 1
56215 92756 30
1259 36040 32
36040 54949 11
54949 88413 8
34814 9881 32
9881 86172 8
9881 87142 22
44770 27006 32
44912 61287 32
61287 62050 23
45136 45558 32
45448 76737 32
76737 7014 26
45469 42891 32
45591 32378 32
32378 27272 6
32378 32124 15
45640 53458 32
45707 36243 32
45795 96406 32
96406 43252 8
96406 66347 17
46279 3174 32
46308 3537 32
46337 74562 32
46394 17451 32
17451 97616 20
47092 76490 32
47119 81647 32
47186 48191 32
48191 52308 30
47188 65008 32
47282 17647 32
17647 9897 7
17647 96908 21
9897 15814 24
47370 26754 32
26754 8694 29
47532 29854 32
47687 90350 32
47856 62189 32
47940 81900 32
48353 2253 32
48457 11177 32
48516 82492 32
82492 55017 10
82492 53205 17
53205 46392 9
53205 69358 23
69358 43267 8
48582 37213 32
37213 9686 12
48717 18889 32
18889 90621 9
48887 70901 32
70901 13438 28
13438 17530 8
13438 93298 24
93298 63176 17
13438 14944 27
13438 80946 31
80946 65364 22
