Algorithm: Prim's MST
4098 334 9
1764 609 11
1764 1889 13
1798 4174 13
4174 6943 9
4213 6731 13
6731 519 12
519 3298 5
519 9321 7
519 8344 13
8344 495 11
495 8091 4
8091 2734 4
2734 3738 1
8091 5597 4
495 9320 8
3738 7231 11
5597 9800 11
9800 425 7
425 8299 8
8299 3120 2
8299 6577 2
6577 9139 4
8299 6743 10
9139 9058 11
495 1676 12
1676 9585 5
9585 2132 5
2132 8968 8
8968 8891 3
8891 4789 5
8891 3469 8
3469 5516 11
9585 3364 12
2734 5531 13
5637 1932 13
1932 599 8
1932 6745 8
6745 5476 4
5476 4821 9
4821 7560 2
7560 4993 6
4821 4391 8
4391 2529 1
2529 5747 2
2529 8528 6
4993 4740 9
5747 5190 9
5190 9365 2
9365 9276 9
9276 7590 2
7590 343 6
1932 9895 10
9895 4190 6
4190 3038 4
3038 1230 1
1230 4366 4
4366 9338 4
7590 2271 10
8528 7453 10
4391 8006 11
5190 7840 12
5764 5781 13
6868 7637 13
8974 7806 13
7806 3260 5
7806 3989 12
9551 7065 13
7065 8244 5
7065 8171 7
8171 6432 2
6432 2618 8
2618 4195 2
7065 2998 11
2998 4208 1
9763 4955 13
9766 2338 13
2338 8445 7
690 7792 14
7792 7109 10
7109 3929 8
3929 8387 2
8387 8820 1
8387 9081 5
9081 4815 8
4815 8447 5
4815 7700 8
7109 7207 9
7207 8268 4
8268 4024 9
4024 7686 2
7109 2629 11
2629 7449 9
7449 3331 4
7109 9167 11
8268 1379 12
9167 1378 12
1378 185 4
1378 6767 12
817 7949 14
7949 6133 3
7949 2050 6
6133 2197 13
3038 3095 14
3095 517 9
517 7170 10
7170 4271 10
4271 6834 6
3331 3505 14
3384 3969 14
3969 3563 2
3563 747 1
747 3062 1
3563 8838 4
3969 2973 4
2973 351 2
351 208 9
3062 7788 9
7788 6006 5
6006 9009 3
9009 7521 7
7788 2812 9
2812 6918 8
2812 9945 10
3969 249 10
249 104 2
104 1603 9
1603 8240 13
2812 849 13
849 1925 3
1925 1455 7
849 7088 9
1455 92 9
849 9340 10
9340 3909 6
849 1063 13
1063 1565 2
1063 8631 11
1565 1771 12
1771 5863 3
5863 4040 7
4040 8957 9
1565 3442 12
4422 6491 14
4443 7437 14
4534 776 14
776 867 10
867 9209 12
867 877 13
4821 5341 14
5341 4775 6
5341 1898 7
1898 9772 9
9772 5549 3
5341 6122 9
6122 9404 6
9772 3413 9
3413 3397 5
3397 2438 5
3397 5072 7
2438 1213 9
1213 3255 4
1213 2688 5
2688 6118 2
2688 7137 4
3255 6308 6
6308 7737 4
7737 1876 2
7137 6670 6
3255 7672 7
9772 9790 9
9790 9047 3
2438 1006 10
4775 7345 10
7345 2205 11
1006 7649 12
2205 5207 12
5207 4053 5
4053 988 6
988 5934 5
4053 357 9
357 309 3
6308 4731 12
4731 1166 11
7672 2653 12
2653 2958 3
2653 1886 6
2958 5390 11
2958 196 13
196 8713 1
8713 9079 1
196 152 7
152 5479 5
5479 7706 8
8713 9984 9
9984 1630 7
1630 803 4
8713 8117 11
196 1801 12
1801 9334 10
1630 6412 12
9079 4521 12
4053 5717 13
5717 1150 3
152 319 14
319 3064 2
3064 1062 12
1062 8181 9
8181 4888 12
319 8424 14
8424 6461 8
6461 8092 5
2958 4844 14
4844 8688 1
8688 4419 9
4419 4842 4
4842 9760 8
3413 3561 14
3561 6900 7
6900 2223 9
5190 5110 14
5110 8866 7
8866 6240 2
5239 3133 14
5637 528 14
528 9459 8
5800 2735 14
2735 3297 3
2735 2399 6
3297 2408 8
3297 6775 14
6775 8323 4
8323 3405 5
3405 7946 3
3405 9561 6
6775 8367 9
8323 1010 11
6225 2398 14
6239 5954 14
5954 8060 8
8060 5748 9
5954 3077 11
3077 8902 8
8902 8039 7
3077 2175 11
3077 9909 11
8060 4043 11
4043 5203 6
4043 295 8
8060 3980 12
3980 5909 2
3980 9014 6
6955 2835 14
2835 1096 1
7368 5559 14
5559 6080 2
5559 6031 3
6080 8089 4
8089 3142 1
3142 1928 4
8089 7978 4
7978 2298 4
7978 9540 4
6031 1087 5
1087 8184 3
1087 7056 5
7056 1609 4
6080 5722 5
5559 6658 9
6658 8081 6
8184 3641 10
3641 6270 5
6270 8161 1
8161 291 1
5559 871 11
871 9346 3
9346 5401 1
5401 3027 1
3027 1464 1
9346 8108 3
1464 1124 5
8108 5682 7
871 1072 9
8161 1297 12
8089 2717 13
2717 6404 7
2717 5113 9
5113 6476 6
6476 4177 7
1087 765 14
1928 6634 14
6634 2118 7
7788 6826 14
8092 6928 14
6928 1867 7
1867 8669 6
8669 9682 4
8669 8179 5
1867 9120 12
8387 580 14
580 8933 1
8933 4392 1
8933 1157 10
1157 6397 11
8387 6059 14
6059 2486 11
8747 5851 14
8751 7348 14
9594 6853 14
9758 5230 14
5230 2105 1
5230 4600 10
4600 9806 13
9758 9061 14
94 5411 15
118 9450 15
9450 5211 13
5211 5575 12
5575 7135 8
5575 2355 13
5211 784 14
784 9786 5
9786 7569 7
9786 2288 12
9786 8345 13
784 371 14
7135 4606 14
4606 5616 12
5616 8723 5
9450 7046 14
7046 1965 4
1965 9435 10
1965 130 14
121 427 15
427 502 3
502 907 5
907 1854 1
1854 768 6
121 869 15
869 1944 1
1944 5174 6
5174 2232 7
869 6459 10
1944 9928 13
1944 3579 14
182 5325 15
5325 3899 8
5325 5802 14
215 5012 15
5012 1592 2
5012 4400 5
5012 8426 5
8426 4006 3
5012 1717 7
5012 2226 7
2226 2938 6
258 2480 15
291 2671 15
357 2292 15
2292 3454 3
2292 4007 11
4007 6547 1
4007 3714 3
2292 2777 12
2777 2572 12
363 1134 15
1134 5892 4
5892 4699 13
4699 8348 2
384 2418 15
460 1103 15
1103 7403 3
485 5817 15
509 7026 15
684 6561 15
6561 1613 11
689 5273 15
689 7828 15
7828 5588 13
5588 242 8
242 8982 7
242 2739 8
2739 9787 5
9787 7254 2
7254 342 5
342 7877 4
342 547 5
547 3926 3
342 1487 6
242 2163 10
5588 9883 10
1487 270 11
270 949 6
270 994 6
2739 2882 13
9787 3201 13
3201 5887 9
690 127 15
127 387 2
127 7556 14
724 9296 15
725 4150 15
729 5122 15
5122 931 13
771 6945 15
6945 5323 10
832 9869 15
9869 6325 7
6325 8174 5
6325 7417 7
8174 6125 10
6125 5104 10
7417 5650 11
5650 5194 8
5650 6213 14
6213 2388 10
2388 5809 3
2388 2022 8
5809 289 12
289 4245 15
4245 361 5
361 591 14
837 1543 15
1543 759 1
1543 8837 1
759 9431 2
9431 616 6
8837 2723 8
2723 1350 3
2723 9750 3
1350 1318 6
1318 2879 3
1318 5733 6
1350 7702 6
7702 7376 1
7702 9166 2
7376 8295 3
2723 9258 6
7702 9196 11
9196 9455 6
9455 9563 1
9563 4050 1
870 1709 15
1709 1100 7
1100 238 1
895 6687 15
6687 9912 13
9912 3470 13
3470 8407 14
8407 2193 5
8407 5433 8
5433 8638 5
2193 1976 11
1976 3128 3
3128 3777 11
1976 2404 13
2404 4531 6
1007 6116 15
6116 5988 11
1085 7213 15
1089 6617 15
1092 861 15
861 87 4
87 9299 6
87 318 8
1092 4749 15
4749 1178 12
1178 934 5
934 9508 1
934 4494 12
1095 8954 15
8954 4512 7
8954 2400 11
1109 2235 15
1232 8224 15
8224 6014 6
6014 2718 7
6014 8002 13
8002 6233 1
8002 4108 6
8002 7568 13
7568 2830 14
1243 5466 15
5466 5002 8
5466 3745 13
1254 9870 15
9870 3922 14
3922 6981 2
9870 7910 14
1275 4355 15
1400 2664 15
2664 914 10
1456 920 15
920 3974 9
3974 6004 8
6004 1736 11
1478 4488 15
1478 6296 15
6296 8461 7
6296 8633 8
8461 2021 13
1607 8422 15
8422 7000 10
1615 2885 15
1694 2496 15
1886 1034 15
1034 7471 2
1034 4478 3
7471 2749 5
2749 2730 6
7471 2258 7
2258 5577 5
5577 3416 7
1034 7563 8
1899 594 15
594 5889 8
2159 1534 15
1534 2715 15
2715 1548 1
1548 1029 3
1548 3712 13
3712 9825 8
2186 7938 15
7938 6696 6
6696 5548 14
5548 8096 5
8096 8603 2
2190 1276 15
2245 4751 15
4751 4185 10
4185 3693 11
2248 8011 15
8011 1936 5
1936 9823 13
9823 8334 1
8334 1707 12
8334 4581 12
4581 7613 3
7613 9180 2
9180 6616 2
9180 9625 8
9625 4780 4
4780 5089 2
4780 6047 5
5089 2544 12
7613 6067 13
2398 4480 15
4480 6152 11
2480 9713 15
9713 9703 6
9713 9151 7
9151 6597 1
6597 5972 1
9703 9533 10
9533 1662 3
9533 3517 6
9713 9994 10
9994 487 2
9994 5 4
5 8432 4
8432 7237 3
7237 5846 2
5846 7038 5
8432 4445 5
487 3958 7
4445 2788 7
2788 506 6
506 822 3
2788 2401 8
3958 8152 8
2788 9398 9
3958 8183 9
8183 3771 1
3771 6388 5
8183 5803 9
506 789 11
1662 9564 11
9533 549 12
549 553 5
553 4309 1
4309 3271 10
549 8382 11
8382 8490 8
553 9587 14
9587 5393 5
822 650 14
822 6121 14
6121 6911 9
6911 3173 3
3173 8920 9
8920 9234 8
9234 7719 8
7719 9467 12
5846 9401 14
9401 5553 5
5553 3966 8
9467 4060 14
4060 4407 2
4407 2293 11
2293 1875 12
2293 2219 14
2293 4607 14
4607 2454 6
2454 9358 4
9358 2093 5
789 7923 15
7923 8784 9
7923 6095 10
2401 4334 15
2558 713 15
713 1935 3
713 4631 10
4631 2631 4
2631 77 10
77 2011 2
713 6277 11
6277 8819 2
77 5614 13
2631 7366 15
7366 3626 4
7366 1070 9
1070 1852 7
1852 6629 7
6629 9131 1
6629 6975 10
6975 7821 1
6975 3698 6
7366 2913 11
9131 7999 11
2641 7462 15
7462 6009 14
6009 9495 5
9495 2686 11
2735 2376 15
2749 2883 15
2831 8906 15
8906 5822 6
5822 5186 13
2973 4068 15
2983 2809 15
3141 6421 15
6421 8674 7
8674 324 10
324 6580 3
324 6473 4
6580 4148 13
4148 5667 2
5667 5567 9
5567 718 5
718 200 4
200 7961 1
5567 1513 9
5667 6343 9
3228 8862 15
8862 518 7
518 6403 15
3283 9106 15
9106 7052 2
7052 212 4
212 263 3
212 4083 3
212 190 7
190 9200 9
9200 1701 4
1701 4916 4
263 9573 9
9573 9889 6
9573 80 7
7052 793 10
793 708 1
7052 5039 10
9573 2062 13
2062 1326 14
212 9194 15
9194 6289 2
6289 8408 4
8408 4973 2
4973 482 2
482 171 7
171 345 3
171 3104 8
6289 3039 9
3039 9957 4
3039 3732 7
3732 8427 5
3039 8587 8
3039 2462 10
2462 4871 4
8587 628 11
628 252 10
252 1428 8
1428 9380 3
6289 446 12
446 2912 11
2912 5027 2
5027 6511 1
6511 1525 4
1525 5812 2
6511 2950 9
6511 2860 11
2860 1748 2
2950 1153 12
1153 7318 7
2860 5712 13
1748 6058 14
9194 712 14
3380 2530 15
3426 5600 15
3430 800 15
800 773 1
800 4106 2
800 974 8
974 829 14
3469 8639 15
8639 4042 3
8639 3681 5
8639 4201 12
4042 3497 13
3497 7663 4
7663 2726 3
3497 5573 5
5573 5034 6
5034 8021 9
5573 7107 10
2726 4324 11
3497 1436 12
1436 2233 1
2233 6750 2
6750 6425 2
2233 9410 3
1436 939 6
6750 6040 7
1436 7545 10
2233 6170 10
2233 3190 13
8021 8951 13
5573 9279 14
9279 478 3
478 4483 4
9279 9562 13
9562 5438 3
9562 1453 8
1453 6128 4
1453 9812 4
1453 3842 8
6128 1632 9
1632 8774 2
8774 1023 13
1023 2275 3
2275 3502 5
2233 7604 15
7604 4661 9
4661 3506 4
3506 1893 8
3506 6987 11
6987 1629 1
4661 5891 11
4055 1917 15
1917 3239 5
3239 859 13
4096 3209 15
4136 2179 15
4410 6025 15
6025 9059 9
4439 2300 15
2300 1117 12
4439 4711 15
4711 8894 1
4512 8239 15
8239 3703 4
3703 2089 1
3703 5974 1
5974 1824 4
1824 137 2
2089 4459 6
137 2926 12
2926 1426 10
1426 7692 1
2926 3121 12
3121 5881 12
5881 2065 6
5881 8380 8
8380 5056 13
5056 8493 6
8493 6186 8
6186 5398 6
5056 2695 14
2695 746 14
746 6467 12
6467 139 6
139 531 4
6467 7970 12
7970 4241 3
4513 9168 15
4521 1782 15
1782 1600 1
1600 8802 14
4567 1710 15
1710 6422 2
1710 8538 2
1710 7494 5
6422 6803 5
6803 1877 7
1877 5322 5
7494 2512 8
2512 8903 5
7494 3315 8
8538 5916 10
5916 5303 3
5303 2502 6
2502 9753 7
9753 4688 4
8903 8602 11
1877 6564 12
6564 4151 2
6564 2367 5
2367 2357 1
4610 5405 15
4610 9013 15
4780 4484 15
4800 9513 15
9513 6428 13
6428 5474 4
6428 4242 14
4842 4997 15
4951 280 15
4952 9227 15
5021 2585 15
2585 3289 5
3289 3337 9
3337 7826 6
2585 1744 11
1744 5942 11
5942 7917 4
3337 445 11
7917 9882 12
9882 7595 2
7595 6615 2
9882 3603 6
3603 8149 5
7595 4965 7
8149 2807 8
2807 8438 11
3337 6198 14
1744 641 15
641 299 3
299 1327 5
299 5989 6
641 7379 13
7379 6966 11
6966 5394 1
6966 960 6
6966 1035 12
1035 3344 11
3337 6685 15
6685 3736 9
3736 1319 7
1319 7477 12
7477 3102 4
5038 5204 15
5171 643 15
643 8302 6
8302 4471 10
4471 1016 3
1016 989 6
989 8468 5
8468 5919 6
989 5967 7
1016 7389 8
7389 373 2
7389 2798 7
989 3568 9
3568 9761 2
989 7094 9
4471 9993 10
373 8137 11
3568 2880 11
2798 9702 12
5222 7006 15
7006 7329 10
5442 1780 15
1780 4183 8
4183 2005 2
5573 5720 15
5573 8936 15
8936 9371 7
9371 1390 2
1390 160 7
160 1963 3
1963 9764 3
9371 7951 7
1963 269 8
8936 7654 8
160 7001 9
7001 666 8
7654 8151 11
8151 512 6
512 1411 2
8151 1856 6
1411 3041 10
7951 5094 11
1390 2729 12
2729 7412 4
2729 5579 8
5579 6000 3
7412 1004 13
1004 585 8
585 114 9
114 1594 1
114 4137 6
114 720 10
720 63 7
63 8051 7
8051 1531 9
8051 8271 9
4137 4753 10
4753 9235 11
9235 5929 5
5929 2568 7
2568 4651 8
4651 1511 10
1511 1461 6
1461 2613 3
1511 3569 10
3569 8565 4
269 390 14
390 4016 9
4016 7887 8
1390 2254 14
63 2006 15
114 8070 15
8070 1371 11
1371 2957 1
2957 4986 5
2957 1718 6
2957 8856 7
4986 7766 7
7766 7085 1
7085 6217 3
7085 9319 4
9319 8036 3
8036 5893 10
9319 9269 11
9269 5798 8
1371 1579 15
4753 1510 15
5747 9099 15
5797 1249 15
1249 3040 6
3040 1159 1
3040 9399 7
9399 5238 12
5238 7054 1
5238 1799 5
1799 7505 6
1799 2863 10
7054 2527 11
2527 9851 12
9851 3743 9
3743 3115 3
3743 1279 4
3115 8750 5
3743 626 12
626 5413 4
626 4602 9
4602 7151 7
1159 4580 13
7151 3510 14
3510 1826 13
1826 8697 11
3115 2961 15
5892 7772 15
5908 3022 15
3022 1269 14
6110 9923 15
6118 6419 15
6142 6999 15
6186 1622 15
6273 7344 15
6296 6195 15
6195 1651 15
1651 5847 5
5847 7280 7
1651 7019 12
7019 4005 10
6361 6287 15
6287 3150 5
6404 2804 15
2804 3990 11
2804 4750 14
6616 6076 15
6617 6353 15
6692 5206 15
6758 6285 15
6767 8026 15
8026 281 3
6777 7942 15
7942 8031 6
7942 3638 9
3638 6533 5
6533 6377 14
6377 9026 9
6987 4565 15
4565 2157 12
2157 4659 3
4659 4425 14
2157 4199 15
4199 9038 12
9038 5460 1
9038 8083 9
8083 9134 1
7030 1517 15
1517 1156 6
1156 7930 2
7930 3391 4
1156 7459 5
1156 8037 9
7459 1091 9
3391 5532 10
1091 2507 11
7039 1102 15
1102 8068 2
8068 1048 1
8068 8203 3
7136 8409 15
7175 3850 15
3850 8859 14
7241 2606 15
7376 1966 15
1966 5385 13
5385 6910 3
5385 775 7
5385 8536 7
6910 1013 9
1013 1957 4
1957 1973 13
1973 8046 3
8046 3523 9
3523 8045 1
8045 3252 9
8045 1604 10
1604 7656 9
7656 2838 5
2838 3845 2
7656 2268 7
2268 1044 9
1044 1752 9
1752 3417 13
1957 5292 13
1013 1581 14
7395 8150 15
7490 6801 15
6801 7765 1
7765 7552 4
7552 3633 6
3633 8939 12
7765 7035 12
7765 3004 13
7549 3205 15
3205 9 10
9 9971 4
9 1170 8
9 73 10
3205 5077 13
7590 5610 15
7643 6722 15
6722 846 3
846 6739 3
6739 103 2
103 7703 2
103 711 5
846 1580 13
846 326 15
326 5568 6
7750 8988 15
8988 8718 3
8718 9960 11
7840 4772 15
7877 836 15
7910 881 15
881 2449 12
2449 3480 2
3480 9910 15
9910 106 2
106 7080 1
7080 8001 4
9910 5032 6
5032 6811 5
8001 8473 13
8473 804 2
8473 2124 9
8473 7359 10
804 5735 11
2124 4742 14
4742 6886 5
4742 3639 6
3639 9419 5
4742 6336 8
6336 1993 9
4742 2849 13
1993 4211 14
8001 1954 14
1954 6825 1
6825 4571 1
4571 6540 11
6886 2116 15
2116 3167 15
3167 8492 14
8492 6431 12
6431 8178 1
8492 7855 12
7855 6460 1
6460 9261 2
9261 3704 5
3704 4665 4
3704 2878 8
7855 6386 12
6386 9896 1
9896 3868 6
3868 4819 6
6386 6237 13
6386 693 14
6431 5883 14
5883 3822 6
7961 1617 15
8045 1837 15
1837 5319 11
8331 4613 15
4613 6991 11
6991 6759 9
6759 4970 9
8602 3572 15
8640 1858 15
8683 3136 15
8773 8201 15
8201 4559 9
4559 7902 4
8837 3821 15
3821 8661 8
3821 6503 15
6503 3059 9
8887 7506 15
8934 9329 15
9047 9018 15
9018 4256 9
9059 9864 15
9864 9659 5
9659 7355 5
7355 613 3
9139 3073 15
3073 6596 4
6596 7503 3
7503 2794 5
6596 2620 11
2620 6876 15
6876 3948 11
3948 2626 5
2626 9143 6
9179 2354 15
2354 6394 14
6394 2894 11
2894 331 8
331 283 8
9197 805 15
9269 8375 15
8375 5447 3
8375 9643 6
9476 2921 15
9563 3709 15
3709 8049 5
8049 6535 2
9633 1106 15
9786 6348 15
9845 1138 15
9885 4107 15
9895 9652 15
18 11 16
11 19 3
11 7487 7
19 62 8
62 5045 5
5045 312 1
312 539 10
539 6309 2
6309 8658 1
539 5724 13
62 101 14
101 7282 3
101 6265 5
6265 5279 5
101 6030 10
6030 9369 1
9369 201 4
9369 2962 4
6030 8116 7
2962 7533 9
7533 3028 11
3028 2294 9
2294 5556 6
2294 7524 8
5556 2128 8
2128 2549 10
2549 2063 7
5556 7177 10
5279 4905 14
7177 6013 14
7487 7323 14
6309 5081 15
5081 4823 4
9369 2195 15
2195 6874 1
2195 7407 4
7407 2622 10
7407 4170 11
19 5235 16
5235 3685 1
39 403 16
62 5671 16
5671 1348 10
76 9590 16
110 6372 16
113 1181 16
1181 2943 3
133 112 16
139 2107 16
144 1633 16
1633 7823 3
1633 7705 8
7705 7845 1
7705 3181 4
3181 9789 7
9789 8650 2
7845 6571 7
7705 1668 10
1668 5829 7
7705 3773 10
3773 9857 2
3773 5518 4
9789 3002 13
1668 619 14
619 2162 9
7823 637 14
169 241 16
241 1197 11
1197 6268 14
171 959 16
959 1549 2
959 4009 3
258 9359 16
275 1500 16
1500 5993 8
5993 9706 2
9706 7257 5
9706 7817 6
7817 3291 6
7817 9123 9
9123 1706 11
1706 6292 6
9123 7542 13
7542 887 5
887 8562 2
7817 5456 15
299 335 16
330 5538 16
361 782 16
782 9821 10
9821 5092 2
5092 7648 2
5092 368 5
5092 9525 6
9525 6961 3
5092 5816 9
5092 6802 14
6802 520 1
6802 4058 1
6802 8318 1
8318 5116 11
5116 285 7
285 184 9
184 5782 10
5782 3307 7
5782 8392 7
5782 2859 8
8392 7508 11
285 4811 13
4811 7751 3
7751 5634 8
5634 5048 3
5048 5971 4
5048 1135 7
1135 843 6
843 4655 4
5048 579 10
579 85 2
579 6703 7
85 4682 8
1135 3871 12
7751 4354 13
85 400 14
400 8807 11
8807 7896 3
1135 6088 14
4354 3200 15
3200 5181 5
5181 7062 2
7062 6068 14
6068 2158 9
2158 8263 3
8263 4885 4
8263 5340 8
5340 6958 2
6958 2966 8
2966 2570 10
2570 2017 10
5340 6840 15
6840 6114 14
6114 3278 3
6114 3408 11
3408 2008 11
2008 1130 13
1130 1495 4
3408 164 14
164 5918 2
164 8433 2
164 4379 4
4379 8760 5
8433 6947 5
6947 2837 8
164 349 9
164 95 15
95 57 13
57 296 11
296 323 8
95 6924 14
7648 3536 15
9821 7726 15
7726 5542 8
85 8743 16
368 6141 16
509 6718 16
519 4100 16
4100 2150 12
2150 1765 2
4100 4660 14
4660 3194 8
3194 6266 6
6266 3410 10
3410 3006 9
3006 3144 4
3144 7255 3
3144 7356 4
3144 2972 5
3006 4781 11
4781 2851 8
2851 6433 1
2851 7711 1
6433 7013 11
7711 7868 11
7356 2732 13
2732 8637 6
7013 4061 14
4061 5123 7
5123 5853 2
5853 4553 7
4553 4451 8
4553 5551 12
4451 737 15
5853 4214 15
6266 9070 15
6433 1435 15
529 605 16
605 1759 8
1759 2442 9
2442 4616 3
1759 8569 14
536 1047 16
1047 4867 1
551 1808 16
1808 4261 15
4261 9407 8
576 2487 16
2487 735 15
735 4081 2
599 6727 16
6727 954 3
627 996 16
996 1459 6
1459 6383 4
1459 7378 13
7378 9078 5
9078 730 5
730 4371 15
4371 7867 4
4371 7301 8
7301 8962 6
653 31 16
31 34 7
31 1304 9
1304 1532 15
674 3474 16
3474 8228 14
689 3920 16
3920 3353 3
3353 1457 7
3920 7025 12
694 1069 16
1069 5044 7
784 1120 16
1120 9939 10
1120 4642 11
4642 8717 10
8717 26 1
26 590 2
26 1870 5
26 4026 15
4026 2139 7
4026 5484 13
849 132 16
132 2518 1
2518 3662 14
914 3103 16
3103 3652 8
3103 9272 10
949 37 16
951 6708 16
989 378 16
378 521 6
1004 9065 16
9065 1362 2
1039 1920 16
1110 305 16
1153 1773 16
1773 1874 12
1156 3310 16
1170 5276 16
5276 7098 13
7098 5448 1
7098 6973 12
1211 8503 16
1212 1050 16
1050 6256 16
1230 7489 16
1233 7256 16
1317 5272 16
5272 8780 9
8780 4496 9
8780 1806 11
1806 4091 8
1806 953 9
953 1267 5
1267 741 16
741 2413 12
1355 4593 16
4593 6064 7
6064 8312 5
6064 6917 9
4593 8851 10
8851 4044 4
4044 3330 1
3330 9353 1
9353 9021 9
9021 9669 4
6917 7618 12
3330 7535 15
7535 273 1
7535 9542 10
9542 6675 4
1360 3479 16
3479 7771 8
1409 1634 16
1634 3617 9
3617 3035 4
3617 2519 8
3035 9440 9
9440 5455 2
9440 9523 3
9523 8208 8
8208 7196 13
9440 5246 13
5246 2464 1
2464 4173 7
4173 4936 5
4173 7585 7
7585 3393 9
7585 7762 9
7762 1855 11
1461 3122 16
1507 3078 16
3078 1931 5
1931 199 7
1931 6261 10
1541 2694 16
1548 3448 16
3448 1756 14
1756 4008 4
4008 9635 2
9635 4077 4
9635 6183 11
6183 6733 4
6733 5258 1
5258 166 8
166 5683 2
6183 8259 11
8259 7622 2
8259 8234 8
6183 9808 12
1756 5992 14
166 1373 15
1373 6633 6
6633 2501 4
1756 2934 15
4008 3023 15
3023 2698 3
3023 5855 3
2698 8347 6
8347 4210 1
4210 8442 1
8442 9045 6
9045 3156 1
3156 1991 1
3156 8860 6
3023 8273 7
2698 3465 9
4210 3387 12
3387 2392 2
3387 7447 2
7447 2218 9
2392 9295 13
2698 6595 13
6595 1933 5
1933 7337 7
1933 9263 8
7337 7871 8
6595 5607 10
5607 8573 5
5607 6988 6
8573 1237 9
1237 6471 6
8347 7173 13
1933 738 14
2392 3030 14
3030 4333 7
4333 8758 8
8758 5590 11
4333 8729 13
8729 247 1
8729 6549 8
6549 2252 9
6549 3606 9
3606 4049 9
3465 9416 15
1575 7940 16
7940 696 7
696 8022 8
696 1818 9
7940 4172 9
4172 5529 5
4172 5783 7
5783 1408 2
8022 4227 9
696 9532 13
1592 3234 16
3234 1168 6
1733 7627 16
1741 4971 16
1798 1375 16
1811 7239 16
7239 7354 12
7354 2209 12
2209 3111 6
3111 8666 5
8666 7334 3
7334 2619 3
2619 9608 2
9608 4087 2
2619 8316 6
2619 3270 7
3270 1027 6
4087 100 7
7334 8625 9
1882 3263 16
2063 2043 16
2043 2457 14
2457 5471 7
2457 9022 7
5471 6449 10
6449 4878 10
4878 6092 11
6449 245 13
2070 107 16
2077 2234 16
2234 3965 1
2234 6508 13
2116 9927 16
9927 3645 3
3645 1873 13
1873 8907 2
8907 4937 14
4937 7294 4
2133 2249 16
2249 3825 4
2249 731 13
731 5792 9
5792 3414 12
3414 9863 3
2138 9843 16
9843 5004 6
9843 2856 12
5004 4748 15
4748 4627 11
4627 8790 3
2141 167 16
167 796 11
796 7401 7
7401 4337 2
2149 3584 16
3584 149 8
149 6821 11
6821 4732 8
2179 7221 16
2246 2773 16
2773 9874 1
9874 344 5
344 210 8
9874 306 8
9874 2084 9
2084 4820 3
2084 1140 9
1140 9698 1
1140 4736 4
9698 8310 4
306 453 10
4820 7297 10
1140 2595 11
2773 7325 11
210 267 12
267 9341 13
306 3275 14
3275 8406 9
2376 1683 16
2408 3939 16
3939 3381 12
3381 5347 5
5347 2663 14
2663 5586 4
5586 4755 12
4755 1587 12
1587 1175 2
1175 2170 16
2413 6738 16
6738 6097 7
2440 7956 16
7956 5296 7
5296 6396 8
6396 9640 11
9640 3319 5
2448 4054 16
4054 6281 7
4054 9801 10
2675 4468 16
2680 141 16
141 8843 6
2715 5811 16
2879 5453 16
2918 4302 16
4302 5772 6
2936 1420 16
2991 6671 16
3232 7623 16
7623 2135 8
3304 8138 16
3497 1797 16
1797 7491 1
3505 9783 16
3532 8606 16
8606 7875 2
7875 6295 4
8606 3674 6
7875 930 13
3564 9916 16
9916 8437 2
9916 9520 4
8437 5528 6
9520 3669 14
3682 1165 16
1165 615 6
615 303 16
615 1476 16
1476 3737 4
1476 1412 9
1412 3680 12
3737 1354 15
1354 700 14
700 5196 8
3709 2881 16
2881 8189 16
3754 4574 16
4574 8214 5
3978 1911 16
1911 4615 2
4615 8501 14
8501 9884 13
9884 633 3
1911 1544 16
1544 5219 13
5219 6998 9
6998 3127 2
6998 6888 3
6998 2217 6
6888 8059 11
6888 6057 15
4062 3949 16
3949 8065 1
8065 3113 10
3113 2225 10
2225 7789 5
7789 9610 7
3113 9888 12
7789 4235 12
4235 670 9
670 5576 2
670 2200 12
2200 1557 1
2200 5700 12
5700 4089 15
4089 1894 14
4089 5017 14
5017 7714 1
5017 5611 3
7714 1938 9
1938 474 13
1938 7736 13
5017 5125 14
9610 1758 15
1758 4583 8
4583 2925 13
2925 8732 5
4074 6190 16
6190 6326 14
4185 4771 16
4771 2738 9
4771 3973 11
3973 3932 14
3932 2604 2
3932 2554 10
2738 3246 15
3246 4727 13
4727 1645 2
4727 3438 2
3438 6506 6
6506 5901 2
5901 3862 7
3862 5132 11
1645 967 15
967 8191 3
8191 4555 7
8191 6220 7
967 9978 11
967 1224 14
2554 2852 16
4220 7478 16
7478 4734 4
4282 6847 16
6847 6851 11
4475 6219 16
4675 5075 16
4865 8800 16
8800 6356 11
6356 2533 3
6356 577 12
577 971 2
971 3938 4
3938 3225 3
971 2255 14
2533 2340 14
2340 5202 2
2340 7306 4
7306 7439 9
3225 7247 14
7247 4519 14
4519 9318 11
2255 1915 15
4885 9586 16
9586 5526 10
5526 2169 7
5526 8133 8
5526 1483 9
1483 6949 3
1483 4149 6
5526 9390 9
6949 8148 9
4953 5617 16
5617 9832 1
4992 6673 16
5127 1952 16
5202 9626 16
5235 313 16
313 248 8
5279 6954 16
6954 9198 2
5305 8469 16
8469 8097 14
8097 6766 13
5324 8496 16
5346 2383 16
2383 4543 10
2383 4191 11
4191 3823 4
3823 6443 3
4191 9391 4
