Algorithm: Prim's MST
1750 6084 12
1934 1985 12
1985 5827 8
5827 4272 8
4272 5324 1
4272 7396 9
5324 4987 10
4987 556 7
556 9386 4
4987 8121 8
8121 4984 4
4984 7514 5
7514 1012 4
1012 1008 2
1012 5222 6
4984 9057 6
7514 4595 6
4595 2100 1
8121 8188 6
556 639 10
1008 2680 10
4987 4666 10
4666 3349 9
3349 1401 6
1401 2761 7
4666 3865 9
4666 8575 9
4987 9327 10
9327 2137 6
9327 6964 7
1012 9161 11
1401 4893 11
4893 3485 4
4987 7815 11
7815 4901 1
4901 516 6
8575 8090 11
8090 174 6
516 1480 12
2070 2461 12
2461 4898 1
2461 9339 3
9339 321 4
321 3724 4
9339 4889 5
9339 8034 7
9339 9921 7
9921 8254 7
8034 3799 8
9921 1481 9
1481 327 10
3724 7201 12
4272 7136 12
8449 7031 12
9498 4234 12
9603 1908 12
1908 9362 1
140 182 13
165 703 13
703 7891 6
7891 870 3
355 1363 13
1363 8167 13
8167 7770 2
7770 7936 7
7936 3788 6
3788 450 6
7936 6621 9
450 2048 11
8167 1640 12
1640 8690 1
8690 3157 7
3157 4547 5
3157 5200 6
1985 8626 13
2100 4564 13
4564 2758 4
2758 9929 8
2755 9163 13
9163 1663 11
3865 1438 13
4234 6011 13
6011 6236 6
6236 5350 8
4893 7610 13
7610 6142 1
7610 1195 4
1195 698 4
6142 8267 6
7610 4276 7
4276 4895 3
4276 1220 5
1220 228 8
228 7784 6
698 470 9
470 9311 8
9311 7515 1
9311 1733 3
7515 2796 7
2796 4863 5
9311 1144 9
1144 423 5
6142 5463 10
1220 2127 11
4276 7115 11
470 460 12
2127 1266 12
4276 5663 12
4895 7594 12
7594 7827 8
7827 2977 1
7827 7932 3
7827 9634 6
7827 1741 10
1741 5694 1
1741 6819 1
1741 1211 2
6819 4698 2
6819 9809 2
9809 3440 2
1741 5036 4
5036 5062 2
6819 5255 4
9809 8430 8
1741 5074 9
5036 7516 9
7516 806 3
806 5654 1
806 1282 3
1282 592 1
1282 5984 4
5654 4175 4
592 9115 7
9115 6317 6
9115 8004 7
8004 1646 3
806 2970 9
5074 5814 9
5814 4062 3
5814 4012 5
8004 7099 9
7099 9060 6
1211 558 10
558 560 6
558 3898 10
3898 8861 7
8861 8122 2
8861 3329 5
3898 3155 8
560 886 10
886 725 1
725 2056 2
886 5212 9
5212 7832 2
3155 5231 10
5231 133 3
5231 8285 7
8285 9225 2
133 287 8
287 4316 5
287 3314 6
3314 9968 3
9968 5774 4
287 524 7
5774 4563 7
4563 9885 2
4563 8204 8
8204 7781 3
8204 9128 5
133 7662 10
5774 420 10
420 1899 7
7781 5897 10
5897 4347 1
4347 5468 2
5468 215 4
215 7311 3
4347 3063 5
3063 9048 5
9048 6748 5
215 6134 9
6134 4405 6
7311 7444 10
7444 1945 3
1945 3452 9
3452 8383 9
8383 8901 2
8383 5977 5
8901 661 6
661 2627 3
5977 7405 8
8901 2890 10
2890 298 2
298 466 10
2970 4055 11
7781 9506 11
9506 678 9
9506 1843 10
678 3942 11
8285 7276 11
8901 4140 11
9634 5840 11
5840 929 3
929 1980 11
1980 9999 1
9999 5833 4
1980 8771 11
5833 9553 11
725 8354 12
2056 5227 12
5227 9775 5
9775 8106 1
8106 5080 5
8106 7259 6
5227 7531 7
9775 4597 7
4597 3975 7
3975 9628 7
9628 64 2
64 2765 5
2890 6196 12
3314 2421 12
2421 4996 4
2421 4704 5
4704 9085 3
9085 2936 1
2936 8176 7
4704 1243 7
8176 7245 7
2936 3611 9
7245 2136 9
2136 5498 1
2136 2452 3
5498 4475 4
4475 2504 2
4475 5051 4
5051 702 3
4475 6640 4
2136 7082 7
2504 8023 7
8023 5485 6
2504 1085 8
1085 2675 1
2675 1607 1
2675 5295 1
5295 4762 2
2675 9075 6
5295 832 6
5485 6500 8
6500 8311 4
5485 6859 8
5295 7830 10
6500 9637 10
9085 3437 10
5485 2783 11
8176 8763 11
8763 191 6
191 4202 2
8763 9738 6
9738 9956 10
9956 6172 1
9075 4363 11
4363 1849 10
4363 771 11
771 6782 1
6782 5198 2
3611 2180 12
2180 5439 2
5439 8395 8
8395 1465 2
4698 6625 12
6625 2987 4
4996 9064 12
9064 6330 3
6330 815 7
815 5053 5
5051 9095 12
9095 9729 9
9729 7016 5
9729 8874 11
8874 221 10
8874 9032 11
9032 51 2
51 4683 3
9032 5475 7
5475 4850 3
5475 9328 3
5475 872 5
872 8652 5
5475 2575 6
4683 7002 8
5475 3590 11
872 94 12
5295 3916 12
3916 1929 10
1929 4881 2
4881 2736 5
1929 3232 6
3232 148 5
148 76 1
148 9677 3
1929 917 7
917 398 4
917 9774 5
3232 7105 7
1929 2147 8
9677 7625 9
7625 3380 3
3380 4301 3
7625 9492 3
9492 8916 4
3380 6075 5
6075 6495 4
6495 2141 1
6075 8983 6
4301 8734 8
8734 8714 4
8734 1811 6
6495 1859 8
7625 8927 10
8927 1400 4
1859 5095 11
5095 3461 4
5095 8190 4
6495 6610 11
6610 9756 3
9756 2415 3
2415 7138 6
7138 3902 1
3902 6027 4
6027 8977 7
8977 9867 1
9867 2721 3
2721 6654 4
2721 6755 6
6654 8761 10
8761 7872 4
7872 554 6
554 8040 1
554 7661 7
7661 5068 2
5068 763 2
7872 47 7
5068 3804 8
47 7708 9
7872 5513 9
6755 6959 10
9867 2160 10
2160 5983 2
5983 7178 1
7178 4766 7
2160 9624 8
9624 6361 6
6361 9504 1
6361 7769 5
7769 2523 7
5983 6477 8
2160 1698 10
554 6550 11
3902 689 11
689 1916 4
1916 3880 3
689 9890 8
9890 2667 8
2667 7587 10
1916 1883 12
1916 2202 12
1916 5147 12
5147 2448 6
2448 4522 1
4522 6737 3
6737 2433 4
2448 6809 6
6809 4776 7
4776 6168 8
2433 1792 9
1792 4216 5
4216 854 1
2448 1492 10
4776 622 10
622 6365 10
6365 6185 9
2202 3992 12
3992 4385 11
4385 5491 5
5491 7156 1
7156 6644 3
4385 8572 7
2721 5346 12
4301 7360 12
7360 8973 5
6500 7987 12
6640 3812 12
7610 5133 12
7625 14 12
14 3529 6
8023 7312 12
8763 6930 12
6930 1680 9
1680 346 8
346 32 3
1680 1317 8
1680 3620 9
3620 3432 9
3432 4136 9
4136 2834 8
2834 4527 2
3432 9270 11
9270 2407 11
4527 3204 12
9225 5525 12
5525 5860 1
5860 510 5
510 8706 1
510 3751 7
9775 2983 12
9956 6490 12
6490 3653 4
3653 529 9
529 4814 1
4814 8963 2
529 5261 3
529 9424 4
8963 7298 9
64 366 13
366 5541 9
5541 2002 6
5541 6942 7
5541 7144 7
5541 1721 8
7144 6249 8
6942 4941 10
4941 2280 11
2280 6245 4
2280 2635 12
398 1463 13
1463 2428 7
1463 3109 10
3109 1866 12
698 9291 13
9291 1768 9
1768 9489 5
9489 7582 2
7582 8776 2
8776 7251 9
9291 5121 10
806 2707 13
1243 7086 13
1317 900 13
2147 8754 13
8754 6480 10
6480 9696 5
2721 9199 13
9199 7179 3
7179 1670 3
1670 7313 11
7313 7866 2
7313 7790 9
2987 1661 13
1661 1815 3
1815 9963 5
9963 5446 6
3063 6274 13
6274 9066 7
3432 412 13
3620 8250 13
8250 5955 3
5955 3631 8
3631 3110 5
3631 9611 12
9611 2558 5
2558 3624 7
3624 4648 2
3624 7992 5
7992 8475 5
8475 8112 3
8112 9213 2
7992 135 6
2558 1283 9
2558 258 11
258 1745 2
258 4205 6
258 9614 10
9614 9255 4
9614 6218 10
3624 2047 11
2047 27 2
27 4387 11
2558 2422 12
2422 7660 2
7660 4761 2
3624 9901 12
3916 3678 13
3678 2995 9
3678 8961 11
8961 6426 3
6426 8744 9
4683 3439 13
3439 2681 2
3439 6130 4
6130 1614 12
5491 2159 13
2159 5096 5
5096 218 6
5096 2174 9
2159 2274 11
2174 5596 12
6075 5584 13
5584 3911 1
3911 8972 1
8972 2115 1
2115 5766 2
5766 4726 2
5584 3596 3
3911 6363 5
8972 3967 5
2115 7404 6
7404 1939 4
3596 2072 6
2072 5013 1
6363 7121 6
2115 1427 7
3911 2265 7
2265 3 3
3 4204 5
4204 1367 4
1367 485 8
485 5257 2
2115 7222 8
5766 6676 8
6676 3304 4
7404 9356 8
8972 3457 9
3457 8196 6
8196 1347 3
1347 1674 4
3911 8482 10
5013 2641 10
2641 3956 9
3 7694 11
7694 3061 9
3061 6837 3
3967 3721 11
3721 1526 5
1526 9880 5
1526 1615 8
1615 3872 10
6676 8818 11
9356 5937 11
5937 7570 3
5937 7669 10
9880 5142 11
5142 2077 4
2077 523 7
485 2025 12
2025 8795 11
8795 1722 6
1722 6761 8
6761 1019 3
1019 8233 3
6761 2316 6
3061 3701 12
7222 6273 12
1019 905 13
1722 1735 13
1735 7300 5
1735 6228 10
7300 8841 12
8841 4074 9
3596 8546 13
8546 9582 8
3872 8168 13
6550 6786 13
6786 8753 12
8753 2145 7
2145 674 12
6676 7438 13
7438 5389 5
7438 9251 7
9251 4410 3
7300 2477 13
2477 6026 6
7396 4773 13
4773 9996 6
4773 1638 10
1638 4585 9
7660 8213 13
8213 1011 5
1011 623 1
1011 3649 6
8034 4910 13
4910 8156 8
8156 5642 3
4910 3793 9
3793 6154 8
6154 2818 10
2818 2979 13
5642 5481 13
5481 2134 12
2134 5480 5
8233 1308 13
1308 7012 9
7012 8331 1
8714 9878 13
8776 7339 13
8874 8236 13
8236 4576 3
4576 1474 4
1474 8164 7
4576 6956 9
6956 3885 6
3885 2081 2
3885 1095 5
1095 9412 2
2081 3358 7
8164 530 9
1095 5523 12
9064 2248 13
2248 5921 5
9128 8686 13
8686 4513 2
8686 3352 8
3352 3363 1
3363 9297 1
9297 1660 4
1660 1688 1
9297 4786 4
4786 9507 3
4786 9468 6
3352 3177 8
3363 4611 9
4611 1204 2
1688 4810 10
4810 1109 4
1109 6762 5
1109 7132 5
6762 1360 7
9297 5364 10
5364 8834 6
4786 1882 11
1882 8405 10
8834 7305 11
7305 7083 2
7083 7520 1
7520 275 2
9507 6276 11
6276 5560 9
5560 2358 7
1882 3406 12
3406 5728 1
3406 9010 1
5728 5592 5
5560 4380 12
4380 2714 8
4380 8621 11
8621 6716 6
1688 1831 13
1831 8867 4
8867 6711 7
6711 6858 9
6858 8725 10
8725 5647 4
5647 395 4
395 8888 6
8888 7859 1
5647 1921 6
395 473 11
3177 7189 13
7189 3998 1
3406 4431 13
8405 4621 13
4621 8797 10
8797 8417 12
8417 9451 9
8797 1092 13
9163 1396 13
9251 1233 13
1233 6790 8
9634 262 13
262 113 10
113 65 5
65 7395 3
7395 1791 1
1791 2152 3
7395 9224 3
65 204 5
204 5277 2
1791 751 5
65 3552 6
204 392 8
392 3284 1
3284 333 4
333 808 6
808 5509 4
333 21 7
21 358 1
5509 624 8
624 5908 2
333 5786 9
3552 99 9
3552 5711 9
5277 3537 9
3537 4584 4
4584 2224 4
2224 6391 3
3537 1382 6
99 536 10
536 6187 3
536 8537 3
6187 3236 3
3236 6151 2
204 154 10
154 8530 2
8530 4342 1
8530 1104 4
4342 9897 5
154 847 9
847 2498 9
2498 2924 3
2498 6368 4
2924 1407 8
204 2658 10
2924 3687 10
3687 6504 4
3687 3961 8
3284 9850 10
204 4869 11
1407 7203 11
7203 5879 8
1791 4541 11
4541 3456 2
3456 4710 1
3456 9470 7
9470 4951 6
2498 5118 11
2658 7226 11
5908 53 11
53 4282 7
4282 5124 3
53 7924 7
4282 2467 10
4282 2652 10
53 2911 11
53 9872 11
4282 5631 11
9224 4481 11
4481 8692 1
8692 9879 5
4481 3237 7
9879 9375 10
9375 9345 1
9375 214 2
214 5171 1
9345 3538 8
3538 5098 6
5098 1723 6
5171 1535 9
1723 8413 11
113 115 12
2498 837 12
2924 1393 12
3537 8489 12
5124 6660 12
5277 913 12
8489 1043 12
1043 5090 3
5090 9178 4
9178 7271 5
115 3995 13
204 384 13
384 8786 1
8786 5797 11
5797 5225 3
5225 9208 6
9208 819 4
5225 1708 7
819 951 8
951 227 2
227 4975 2
5225 9445 9
9445 5870 3
5870 1522 6
1522 1293 2
1522 2344 4
2344 9943 4
5870 5514 6
5514 6695 5
9943 1300 7
9208 7782 12
204 4609 13
4609 617 10
617 7750 9
7750 1596 9
1596 1551 8
7750 7209 9
7209 2689 3
2689 2348 2
2689 3141 4
3141 1785 2
7209 5512 5
1785 9217 11
9217 1082 1
1082 3153 7
9217 6438 9
1082 5188 12
5188 2239 2
5188 7264 3
7264 110 6
7264 5964 8
5964 5070 3
5070 8803 2
5070 7844 10
7844 1466 5
1466 75 1
1466 9767 4
75 4961 8
4961 4010 1
5964 8696 10
8696 9197 2
5188 7976 11
7976 8067 9
75 134 12
134 8084 4
8084 7139 2
8084 851 3
8084 7928 8
134 4104 11
384 3521 13
617 6291 13
6291 781 7
1522 4486 13
4486 1687 5
4010 3119 13
3119 5633 2
3119 2186 7
4486 8025 13
5098 3426 13
5171 1355 13
5631 729 13
729 431 2
729 2743 2
431 4038 5
431 5287 6
2743 597 7
597 2931 6
4038 6139 10
431 6642 12
2743 3765 12
3765 3240 1
3765 9093 5
9093 5941 5
5941 9480 6
3765 1471 10
5964 6758 13
6391 1075 13
7203 4562 13
8530 2900 13
2900 2096 2
2900 6131 9
2900 5026 12
5026 1432 3
9208 5945 13
9872 1111 13
1111 4356 11
3 2246 14
113 4952 14
4952 5436 13
5436 4668 10
4668 3172 5
258 627 14
366 1451 14
1451 5019 3
1451 962 7
395 677 14
470 588 14
702 6347 14
808 589 14
589 6631 10
589 1642 12
851 7443 14
854 522 14
1144 9005 14
1223 7291 14
7291 583 4
583 5459 4
583 8028 9
8028 6517 8
7291 417 11
417 2447 11
1407 8879 14
8879 7102 6
7102 8388 8
1471 7517 14
7517 5306 6
5306 2594 3
2594 8887 2
8887 4265 1
5306 4816 6
7517 6757 9
6757 4569 2
4816 724 10
724 1094 2
724 1036 9
1036 1447 4
1094 1289 10
1289 1761 3
1761 7549 1
4569 1167 12
4816 669 12
669 1443 11
1443 288 10
1094 4897 13
7549 538 13
1289 8027 14
1660 5973 14
5973 1793 10
1793 1405 3
1405 7275 2
1793 3428 5
3428 4244 1
1793 3026 12
3026 1566 2
1674 5442 14
5442 6376 1
5442 770 10
1688 6647 14
6647 9050 2
9050 8504 5
8504 5461 6
6647 7869 7
7869 3229 4
5461 7044 10
7044 8050 3
7044 5732 7
7044 4220 10
5732 7182 11
6647 3720 12
5461 1563 13
1563 2580 7
2580 8163 7
8163 9646 3
8163 527 5
8163 1838 10
1838 551 2
1838 3767 3
3767 6211 2
551 9973 6
1838 2566 9
2566 4345 3
4345 9826 6
527 55 14
55 1507 4
1750 8665 14
1899 1757 14
1921 2820 14
1929 9785 14
2070 4874 14
2077 8118 14
8118 8222 1
8222 1829 3
1829 8919 5
8919 5127 6
5127 9835 11
8222 7040 12
7040 3091 1
7040 7836 4
7836 253 2
253 4207 6
4207 675 2
7040 8614 8
8614 8373 1
8614 3261 3
7040 1458 11
1458 6446 7
6446 7321 1
7321 6939 2
6446 7475 6
7321 4829 10
7040 8109 11
8109 7124 5
7040 8773 11
8773 783 9
675 3126 12
3126 3418 1
2186 5629 14
5629 3132 7
2433 7382 14
7382 1851 13
2820 8516 14
8516 687 2
2890 9802 14
3292 8955 14
3799 5739 14
3804 9990 14
9990 330 4
9990 509 5
9990 4792 6
4792 5178 7
509 363 12
509 2110 12
2110 1232 7
1232 1747 3
1232 1137 10
330 3869 13
1747 464 13
9990 8677 13
8677 1705 1
8677 2947 6
1747 3218 14
3218 8428 6
3218 1953 10
1953 8443 11
8443 2305 7
8443 3833 11
3833 2513 12
2513 2079 4
2513 8339 12
1953 29 13
3898 5488 14
3961 220 14
220 250 9
4038 2143 14
2143 2060 5
2060 9666 8
2060 2178 12
4278 5789 14
5789 5609 11
5609 39 8
39 9605 1
39 6155 2
39 4633 4
39 7397 6
39 499 8
499 2824 3
2824 5373 5
5373 1624 2
2824 2538 9
499 5913 10
4633 8297 13
4481 1133 14
1133 3482 5
1133 3106 10
3106 8721 1
8721 4186 4
8721 9728 4
9728 1545 13
1545 1410 11
1410 7730 14
4481 9312 14
4666 640 14
640 8755 7
4869 668 14
4893 926 14
5227 2769 14
5277 6127 14
5633 1996 14
5786 4610 14
4610 7076 10
5827 6692 14
6131 4346 14
4346 6735 2
6245 727 14
6291 8624 14
6376 5314 14
5314 8451 11
5314 2616 13
6426 5656 14
5656 2243 8
2243 8601 12
6757 5383 14
5383 2138 12
2138 6777 7
6777 4724 2
2138 3504 8
3504 6568 5
6568 8389 7
2138 5975 8
6790 9687 14
7245 5834 14
7339 8788 14
7669 3542 14
3542 7358 7
7832 7039 14
7872 5134 14
5134 444 13
444 489 13
489 8816 14
8816 8934 4
8934 8580 1
8580 4865 2
4865 2475 1
2475 2993 2
8934 3273 3
8816 7241 6
2993 5898 7
8934 4705 12
2475 9600 13
9600 3458 2
3458 5298 8
9600 4594 9
3273 6636 13
6636 8420 11
8420 9567 7
9567 2598 6
8420 5107 11
8112 9856 14
8118 3436 14
3436 4312 11
8204 4124 14
8354 3643 14
3643 6913 14
8621 2858 14
2858 3459 5
3459 4094 6
4094 8824 7
8824 9936 8
9936 4120 3
9936 5830 11
5830 6140 4
6140 9189 4
9189 9515 4
9515 1450 2
1450 7129 3
6140 4518 5
4518 3283 1
3283 8048 2
1450 2846 6
2846 8584 8
8584 8175 10
8175 3715 11
3715 2345 6
2345 5457 1
5457 5872 5
5457 6099 7
2345 7365 8
7365 7646 5
7646 4438 6
5872 9460 9
3715 3279 10
2858 2687 12
2687 5416 12
5416 7457 1
7457 1061 3
1061 308 4
1061 7512 4
308 1540 7
1540 1409 3
1061 2632 9
2632 7263 2
2632 7873 4
5416 3303 9
1540 3070 10
7512 4319 13
8686 7525 14
7525 6835 1
7525 1958 7
7525 8120 11
8120 61 3
8120 8522 10
8522 7175 1
61 4896 13
4896 8911 2
4896 9537 11
8696 7037 14
9217 2031 14
2031 3585 14
9489 3530 14
3530 6153 13
9624 5021 14
5021 862 3
5021 3580 14
3580 7583 3
9756 3094 14
3094 1422 3
3094 4873 6
4873 8044 8
1422 6715 9
1422 7620 12
6715 5086 13
5086 5305 3
5086 8279 6
5086 6147 11
8279 2417 12
2417 7341 11
1422 618 14
9756 3650 14
9767 6619 14
6619 853 6
853 9633 3
9968 692 14
692 18 5
18 1951 5
1951 6481 8
1951 5233 13
5233 5794 4
5794 2825 11
5233 4737 14
4737 5589 11
14 30 15
30 311 4
311 3388 9
3388 4718 4
3388 1309 6
1309 3828 7
1309 3878 9
30 5357 13
5357 2346 5
3878 1456 13
1456 9303 8
3828 2916 14
2916 5492 2
5492 4501 6
5492 3374 10
2916 5247 14
5247 5058 2
5058 6700 4
5247 5953 9
6700 3795 11
3795 8553 4
8553 9813 8
3795 2505 12
4501 694 14
39 144 15
144 158 1
144 9844 2
9844 4964 1
144 225 4
4964 3154 5
4964 6423 5
6423 3586 2
3586 4025 3
144 7652 6
7652 2821 1
6423 2633 6
4964 6822 7
3154 4318 8
4318 426 8
158 2702 9
2702 8563 3
2702 467 5
2702 3476 5
426 6627 9
467 3658 9
4025 5602 9
5602 4679 1
5602 8358 1
4025 236 10
236 172 3
5602 2207 10
2207 734 10
734 3098 8
467 653 12
6822 9228 12
9228 8458 3
8358 7030 12
9844 3987 12
3987 7977 3
3987 1836 12
467 2691 13
2691 2528 9
2528 2059 5
2528 5046 5
5046 5381 11
5381 7537 8
7537 9847 2
7537 654 4
7537 684 7
684 4225 7
9847 3376 10
4025 8524 13
4318 2722 13
2722 169 5
169 8220 3
169 3711 11
8220 6002 11
6002 1434 5
5602 7324 13
7324 5818 6
7324 3378 8
7324 2245 12
5818 9352 13
6002 2817 13
2817 4349 10
2817 8942 10
8942 4317 3
9228 902 13
902 1694 14
1694 8793 11
8793 4675 4
4675 4974 8
1836 6469 14
6469 7841 5
6469 3576 9
3576 7295 1
2702 3554 14
3554 8849 12
4225 3484 14
4679 6706 14
6706 1810 6
1810 1795 6
1795 5664 3
1795 9779 5
5664 461 7
461 192 9
192 7693 5
7693 8142 7
8142 4960 6
192 2440 9
2440 2020 3
2020 5915 4
461 550 9
550 9830 4
2020 3522 9
3522 178 5
7693 7653 9
178 347 10
4960 2267 10
2267 8992 2
2267 362 6
2267 3960 7
8992 9732 9
192 1089 12
8992 2789 13
2789 8288 9
1810 7808 14
7808 2027 1
8793 3682 14
9352 2133 14
2133 9052 7
2133 2785 8
2785 3033 3
3033 5784 1
5784 6158 1
3033 352 2
6158 3725 5
2133 6029 8
6029 3333 8
3333 9697 4
9697 3959 3
3959 4932 1
3333 3105 5
3333 8094 5
3959 9723 6
4932 5294 6
3959 8412 7
5294 3348 8
9052 3564 8
3959 5489 9
5489 8444 4
5489 4482 6
3105 5787 10
5787 5467 4
5467 8385 2
5467 9521 4
5787 128 7
6029 8556 10
8556 1575 9
1575 8751 2
8751 9265 7
8751 8042 10
8042 78 6
78 874 7
874 8238 8
78 620 11
9521 6529 11
6529 3710 11
3710 2238 3
2238 8249 7
8249 5877 7
8249 787 9
8249 3532 9
3532 8080 9
8080 3857 5
3857 9931 2
3857 5838 9
8080 3000 9
3000 4800 6
4800 4596 4
3857 1039 10
1039 7442 2
3710 8889 11
4932 1110 12
8412 4059 12
4059 3415 3
3415 3946 6
3946 9474 5
9474 5503 1
4059 5395 6
5395 9448 1
9448 892 5
892 6132 3
4059 8141 6
3946 2672 7
892 1206 9
1206 1090 2
1206 5721 5
3415 948 9
948 1212 5
1212 451 8
451 576 10
576 4962 8
1039 1460 13
1460 3752 2
3752 5805 7
5805 7331 4
7331 7849 1
1575 6035 13
6035 6110 10
4596 8640 13
5489 6861 13
6861 1176 4
1176 9129 6
6861 9219 10
1176 9985 11
9985 3324 8
6158 3129 13
3129 9777 1
3129 9487 2
9777 9986 4
9129 6055 13
6055 3280 2
6055 6312 10
6312 1479 5
1479 3090 1
1479 6323 12
6323 8293 3
3280 2220 13
3280 3131 13
9931 8747 13
3280 3978 14
3978 5734 11
5734 4417 11
4417 6641 6
6641 38 2
38 4567 4
38 8255 10
4417 7490 11
38 3786 12
6641 7143 12
7143 1606 6
7143 3877 7
1606 1821 9
1821 6239 7
3877 757 9
3877 60 11
60 5144 6
5144 5963 3
5963 7103 4
60 9905 6
9905 6827 6
6827 1732 3
6827 3143 4
60 4103 7
60 2297 9
2297 4096 4
60 3346 9
4096 6537 10
5963 848 10
848 2473 2
848 5800 2
5800 555 5
848 4084 7
4084 1635 9
1635 1541 4
1606 2284 12
2284 8845 6
8845 6126 1
8845 126 4
2284 5428 7
4096 4765 12
4765 5546 1
4765 6807 4
1821 2559 13
2559 5563 1
5563 8781 5
2559 9668 8
2559 1194 10
1194 3870 11
1194 5698 11
1821 7336 13
7103 3931 13
3931 8030 3
1194 3807 14
4059 5374 14
4567 2073 14
2073 9694 3
9694 6248 2
9694 8466 8
9694 1554 10
1554 5101 2
1554 5140 6
5140 7101 9
1554 440 14
440 750 3
440 9179 3
440 2286 4
440 4640 4
440 3876 7
2286 5931 8
4640 928 10
440 2946 11
2946 4510 9
928 3472 11
3472 3108 10
2946 3754 12
750 5242 13
3876 9942 14
9942 9758 2
9758 3247 6
3247 1254 6
4596 6632 14
6632 2937 1
6632 3726 2
6632 7643 3
6632 4818 4
3726 9730 5
7643 9597 6
9730 2831 8
7643 7120 9
7120 2978 5
7643 7368 9
7368 4403 6
4403 1003 5
1003 7931 6
4403 4977 6
4977 5621 1
4403 5415 8
5415 9704 6
9704 4534 3
9597 5996 9
5996 8291 2
8291 4992 2
3726 6197 11
6197 5695 3
5695 690 1
6197 4034 8
4403 7522 11
7522 7320 5
2937 3243 12
3243 2751 11
2751 1637 8
1637 1524 2
3243 9908 11
3243 5601 12
1003 3384 13
3384 8185 3
6197 3779 13
8185 3421 13
9730 193 13
193 1275 6
1275 328 10
328 9763 7
9763 7493 6
7493 8072 5
328 79 8
79 2826 5
2826 4097 1
4097 8701 8
9763 4783 8
79 4 9
4 1383 6
1383 8000 7
8000 1947 1
8000 2146 1
1947 161 2
2146 1478 8
7493 1180 9
9763 6817 9
4 7995 11
7995 9027 10
9027 6293 1
6293 9140 2
161 498 11
498 9766 2
498 9043 8
498 868 9
868 1145 5
1145 4509 1
1145 5000 3
5000 2517 8
2517 2083 8
5000 5637 8
4509 4422 9
1947 817 11
817 503 8
503 415 6
415 5905 5
503 9551 8
4097 447 11
447 1798 2
447 5864 5
1798 9500 10
5864 8850 10
8850 8272 3
4509 642 11
5000 7238 11
8072 82 11
82 8104 4
82 455 5
455 2918 1
82 966 6
82 2035 7
966 3398 8
3398 8558 5
3398 3430 6
455 7433 9
7433 1712 4
2918 6611 9
6611 5312 7
498 4443 12
4443 6955 7
4443 6772 11
6772 6478 6
6955 8363 11
642 6507 12
6507 3837 4
817 4429 12
1145 9769 12
1180 8945 12
2517 8974 12
8974 492 2
8974 8617 6
8617 6868 5
3398 9894 12
79 125 13
82 211 13
161 175 13
415 4931 13
1145 1653 13
1653 6225 3
6225 6585 1
1712 5660 13
5660 6539 2
5660 4457 3
5660 9807 3
6539 1994 9
1994 7070 5
7070 4707 7
4707 1767 6
1767 7824 1
1767 721 5
5660 9606 10
4457 5612 11
6539 2952 12
2952 986 1
986 260 7
2952 8479 12
8479 3592 7
3592 733 6
733 5764 1
733 2342 8
6539 9845 12
9845 5925 8
5925 3013 8
3013 5239 8
5239 3831 7
3013 8886 10
3831 4213 12
721 9594 13
9594 6474 3
6474 3602 9
3602 1764 10
1764 4098 8
